name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id
,253,265823565,,,0,,,0,137.059277,35.4128817,,
,254,265823582,,,0,,,0,137.0719602,35.3824824,,
,255,265823584,,,0,,,0,137.0713976,35.3839465,,
,256,265823593,,,0,,,0,137.0635518,35.394182,,
,257,265823595,,,0,,,0,137.0635605,35.3941537,,
,258,265823602,,,0,,,0,137.0638782,35.3934346,,
,259,265823612,,,0,,,0,137.0479319,35.4409758,,
,260,265823615,,,0,,,0,137.05254,35.435167,,
,261,265823621,,,0,,,0,137.0553993,35.4225491,,
,262,265823622,,,0,,,0,137.0459602,35.4434586,,
,263,265823635,,,0,,,0,137.0536946,35.4335269,,
,264,265823640,,,0,,,0,137.053779,35.4333893,,
,265,265823667,,,0,,,0,137.0262548,35.4449347,,
,266,265823672,,,0,,,0,137.0231245,35.4452175,,
,267,265823674,,,0,,,0,137.0217171,35.4453444,,
,268,265823678,,,0,,,0,137.0214458,35.4453644,,
,269,265824174,,,0,,,0,136.4521825,34.8497356,,
,270,265825924,,,0,,,0,136.4855815,34.8041073,,
,271,265825925,,,0,,,0,136.4856499,34.803813,,
,272,265829351,,,0,,,0,136.4556629,34.8472528,,
,273,265829355,,,0,,,0,136.4544317,34.8486606,,
,274,265829357,,,0,,,0,136.4544779,34.8486125,,
,275,265829398,,,0,,,0,136.4535334,34.8493319,,
,276,265829445,,,0,,,0,136.4573766,34.8374829,,
,277,265829449,,,0,,,0,136.4576457,34.8356844,,
,278,265829929,,,0,,,0,136.475542,34.8246328,,
,279,265829988,,,0,,,0,136.4797199,34.8149531,,
,280,265829998,,,0,,,0,136.4804913,34.8163605,,
,281,265830001,,,0,,,0,136.4815003,34.8191568,,
,282,265830015,,,0,,,0,136.4815027,34.8194821,,
,283,265830244,,,0,,,0,137.0142157,35.4462146,,
,284,265830311,,,0,,,0,136.9974829,35.4386504,,
,285,265831266,,,0,,,0,137.0485766,35.4580178,,
,286,265831268,,,0,,,0,137.046644,35.4568308,,
,287,265831820,,,0,,,0,137.026146,35.4449861,,
,288,265831826,,,0,,,0,137.0227975,35.4452901,,
,289,265831828,,,0,,,0,137.0224453,35.4453276,,
,290,265831877,,,0,,,0,137.0490596,35.4582948,,
,291,265831893,,,0,,,0,137.0512006,35.4603152,,
,292,265831899,,,0,,,0,137.0515984,35.4618716,,
,293,265834105,,,0,,,0,136.8403297,35.4009361,,
,294,265834107,,,0,,,0,136.8407023,35.4009649,,
,295,265834109,,,0,,,0,136.836503,35.4006366,,
,296,265834140,,,0,,,0,137.0145582,35.4461798,,
,297,265834150,,,0,,,0,137.0160264,35.4460176,,
,298,265834154,,,0,,,0,137.0167344,35.4459098,,
,299,265834156,,,0,,,0,137.0170956,35.4458656,,
,300,265834221,,,0,,,0,136.8726703,35.4033301,,
,301,265834231,,,0,,,0,136.9450759,35.3977292,,
,302,265834254,,,0,,,0,136.9006406,35.4038621,,
,303,265834270,,,0,,,0,136.8199893,35.3994972,,
,304,265834273,,,0,,,0,136.835331,35.4005471,,
,305,265834275,,,0,,,0,136.8328602,35.400383,,
,306,265834279,,,0,,,0,136.8133753,35.4004144,,
,307,265834281,,,0,,,0,136.8144626,35.4002353,,
,308,265834283,,,0,,,0,136.8146016,35.4002127,,
,309,265834289,,,0,,,0,136.8199155,35.3994996,,
,310,265834299,,,0,,,0,136.80118,35.4023828,,
,311,265834301,,,0,,,0,136.8027641,35.402122,,
,312,265834303,,,0,,,0,136.8033661,35.4020246,,
,313,265834312,,,0,,,0,136.772952,35.4069356,,
,314,265834320,,,0,,,0,136.7739498,35.4067786,,
,315,265834326,,,0,,,0,136.774532,35.406685,,
,316,265834337,,,0,,,0,136.8696794,35.4031097,,
,317,265834624,,,0,,,0,136.9654176,35.4235637,,
,318,265834626,,,0,,,0,136.9647528,35.4228402,,
,319,265834653,,,0,,,0,136.9605112,35.4124097,,
,320,265834661,,,0,,,0,136.9597646,35.4137766,,
,321,265834688,,,0,,,0,136.9370071,35.3993196,,
,322,265834694,,,0,,,0,136.9373555,35.3992535,,
,323,265834733,,,0,,,0,136.9751611,35.4262646,,
,324,265834737,,,0,,,0,136.9020797,35.4039819,,
,325,265834756,,,0,,,0,136.968889,35.4257416,,
,326,265835279,,,0,,,0,136.8820841,35.1695867,,
,327,265835306,,,0,,,0,136.8190703,35.1439665,,
,328,265835308,,,0,,,0,136.8201497,35.1440942,,
,329,265835319,,,0,,,0,136.8203792,35.1441041,,
,330,265835321,,,0,,,0,136.8224458,35.1440105,,
,331,265835327,,,0,,,0,136.8226823,35.1439875,,
,332,265835331,,,0,,,0,136.8251456,35.1437371,,
,333,265835333,,,0,,,0,136.8268846,35.1435599,,
,334,265835338,,,0,,,0,136.8271584,35.1435299,,
,335,265835340,,,0,,,0,136.8282253,35.1434762,,
,336,265835342,,,0,,,0,136.8279946,35.1434798,,
,337,265835358,,,0,,,0,136.8308275,35.1437707,,
,338,265835382,,,0,,,0,136.8384225,35.1454977,,
,339,265835384,,,0,,,0,136.8436734,35.1468253,,
,340,265835404,,,0,,,0,136.6509477,34.9982729,,
,341,265835420,,,0,,,0,136.6529196,35.0019184,,
,342,265835422,,,0,,,0,136.6530022,35.0020622,,
,343,265835445,,,0,,,0,136.6541199,35.0061535,,
,344,265835449,,,0,,,0,136.6537566,35.00691,,
,345,265835453,,,0,,,0,136.6542466,35.0050867,,
,346,265835459,,,0,,,0,136.6831184,35.063939,,
,347,265835492,,,0,,,0,136.6839888,35.0676378,,
,348,265835508,,,0,,,0,136.6833803,35.0646417,,
,349,265835538,,,0,,,0,136.674811,35.0521547,,
,350,265835539,,,0,,,0,136.675334,35.0524852,,
,351,265835540,,,0,,,0,136.6756415,35.0526914,,
,352,265835543,,,0,,,0,136.6713131,35.0488869,,
,353,265835548,,,0,,,0,136.6729121,35.0509158,,
,354,265835554,,,0,,,0,136.6698295,35.0444464,,
,355,265835555,,,0,,,0,136.6698738,35.044505,,
,356,265835560,,,0,,,0,136.670962,35.0476626,,
,357,265835561,,,0,,,0,136.6709919,35.0478539,,
,358,265835562,,,0,,,0,136.670821,35.0466891,,
,359,265835583,,,0,,,0,136.7244774,35.1133798,,
,360,265835584,,,0,,,0,136.7248121,35.1135511,,
,361,265835592,,,0,,,0,136.6624392,35.0377242,,
,362,265835604,,,0,,,0,136.7067439,35.1034202,,
,363,265835618,,,0,,,0,136.7076431,35.103943,,
,364,265835620,,,0,,,0,136.7069028,35.1035105,,
,365,265835622,,,0,,,0,136.6999332,35.1000275,,
,366,265835624,,,0,,,0,136.703264,35.10156,,
,367,265835629,,,0,,,0,136.7191766,35.1105959,,
,368,265835632,,,0,,,0,136.716926,35.109313,,
,369,265835633,,,0,,,0,136.7160789,35.108828,,
,370,265835651,,,0,,,0,136.6997445,35.0999407,,
,371,265835652,,,0,,,0,136.6964139,35.0984817,,
,372,265835656,,,0,,,0,136.650986,35.0219172,,
,373,265835657,,,0,,,0,136.6515183,35.0251126,,
,374,265835658,,,0,,,0,136.6515063,35.0245454,,
,375,265835659,,,0,,,0,136.6515006,35.0244058,,
,376,265835664,,,0,,,0,136.6515302,35.0262579,,
,377,265835666,,,0,,,0,136.6521793,35.0283308,,
,378,265835686,,,0,,,0,136.6498715,35.0196798,,
,379,265835689,,,0,,,0,136.8513233,35.1487695,,
,380,265835692,,,0,,,0,136.6840665,35.0681735,,
,381,265835693,,,0,,,0,136.65263,35.0090284,,
,382,265835699,,,0,,,0,136.6517453,35.0106698,,
,383,265835708,,,0,,,0,136.7910389,35.1416585,,
,384,265835709,,,0,,,0,136.7916855,35.1417145,,
,385,265835718,,,0,,,0,136.7869746,35.1407621,,
,386,265835719,,,0,,,0,136.787277,35.1408694,,
,387,265835722,,,0,,,0,136.6949428,35.0978044,,
,388,265835723,,,0,,,0,136.8508195,35.1486413,,
,389,265835729,,,0,,,0,136.853214,35.1492038,,
,390,265835732,,,0,,,0,136.7260441,35.1141848,,
,391,265835735,,,0,,,0,136.792834,35.1418794,,
,392,265835760,,,0,,,0,136.7833425,35.1396444,,
,393,265835765,,,0,,,0,136.7780414,35.1382938,,
,394,265835810,,,0,,,0,136.8481275,35.1478825,,
,395,265835824,,,0,,,0,136.7681916,35.1348769,,
,396,265835831,,,0,,,0,136.7695965,35.1355173,,
,397,265835836,,,0,,,0,136.7675591,35.1345189,,
,398,265835845,,,0,,,0,136.8003814,35.1426094,,
,399,265835852,,,0,,,0,136.7971988,35.1425362,,
,400,265835856,,,0,,,0,136.8047103,35.1424829,,
,401,265835857,,,0,,,0,136.8100171,35.1428499,,
,402,265835860,,,0,,,0,136.8061783,35.142582,,
,403,265835864,,,0,,,0,136.8008372,35.1425489,,
,404,265835865,,,0,,,0,136.804002,35.1424362,,
,405,265835871,,,0,,,0,136.6786285,35.083332,,
,406,265835873,,,0,,,0,136.6801567,35.0794958,,
,407,265835887,,,0,,,0,136.6807695,35.0894432,,
,408,265835891,,,0,,,0,136.6784715,35.0872002,,
,409,265835894,,,0,,,0,136.6787474,35.0876609,,
,410,265835905,,,0,,,0,136.689146,35.095082,,
,411,265835915,,,0,,,0,136.7625693,35.1320613,,
,412,265835921,,,0,,,0,136.7616001,35.1317864,,
,413,265835935,,,0,,,0,136.6495021,34.9956028,,
,414,265835961,,,0,,,0,136.6806206,35.078345,,
,415,265835967,,,0,,,0,136.6814942,35.076127,,
,416,265835969,,,0,,,0,136.6814379,35.0762625,,
,417,265835977,,,0,,,0,136.7488514,35.1247954,,
,418,265835983,,,0,,,0,136.7506744,35.1269031,,
,419,265836020,,,0,,,0,136.755698,35.1308395,,
,420,265836034,,,0,,,0,136.7585375,35.1313151,,
,421,265836040,,,0,,,0,136.7592035,35.1313965,,
,422,265836042,,,0,,,0,136.6104729,34.9422998,,
,423,265836046,,,0,,,0,136.608905,34.940767,,
,424,265836048,,,0,,,0,136.5990387,34.9108788,,
,425,265836050,,,0,,,0,136.5995757,34.9117143,,
,426,265836054,,,0,,,0,136.728661,35.1155188,,
,427,265836066,,,0,,,0,136.7301497,35.1163063,,
,428,265836070,,,0,,,0,136.7427718,35.1212591,,
,429,265836081,,,0,,,0,136.7433965,35.1215,,
,430,265836087,,,0,,,0,136.748785,35.1247258,,
,431,265836090,,,0,,,0,136.6013219,34.9141828,,
,432,265836091,,,0,,,0,136.6018424,34.9149207,,
,433,265836092,,,0,,,0,136.6011411,34.9139255,,
,434,265836098,,,0,,,0,136.629042,34.9605509,,
,435,265836099,,,0,,,0,136.6292721,34.9610519,,
,436,265836104,,,0,,,0,136.6285889,34.9595826,,
,437,265836123,,,0,,,0,136.6030016,34.9195819,,
,438,265836125,,,0,,,0,136.603078,34.917751,,
,439,265836143,,,0,,,0,136.6028362,34.9212221,,
,440,265836148,,,0,,,0,136.602765,34.9216323,,
,441,265836149,,,0,,,0,136.6025977,34.922577,,
,442,265836155,,,0,,,0,136.5980296,34.9100217,,
,443,265836162,,,0,,,0,136.6482094,34.9931419,,
,444,265836174,,,0,,,0,136.6437169,34.9848199,,
,445,265836177,,,0,,,0,136.6408968,34.979334,,
,446,265836182,,,0,,,0,136.6265188,34.9572906,,
,447,265836195,,,0,,,0,136.6213591,34.9529165,,
,448,265836198,,,0,,,0,136.6187658,34.9503975,,
,449,265836199,,,0,,,0,136.6188852,34.9505214,,
,450,265836206,,,0,,,0,136.6020174,34.9151586,,
,451,265836216,,,0,,,0,136.6306087,34.9638763,,
,452,265836218,,,0,,,0,136.6311531,34.9647189,,
,453,265836227,,,0,,,0,136.4887377,34.8640828,,
,454,265836228,,,0,,,0,136.4907774,34.8662514,,
,455,265836234,,,0,,,0,136.4919775,34.8676294,,
,456,265836237,,,0,,,0,136.6007825,34.9138584,,
,457,265836252,,,0,,,0,136.640392,34.9784176,,
,458,265836259,,,0,,,0,136.6364547,34.9700046,,
,459,265836262,,,0,,,0,136.6357231,34.9693781,,
,460,265836323,,,0,,,0,136.4883342,34.8635975,,
,461,265836440,,,0,,,0,136.4533707,34.849829,,
,462,265836446,,,0,,,0,136.4543889,34.8497693,,
,463,265836461,,,0,,,0,136.5971662,34.908792,,
,464,265836532,,,0,,,0,136.4979171,34.8731833,,
,465,265836559,,,0,,,0,136.4942189,34.8702277,,
,466,265836579,,,0,,,0,136.5029035,34.8761248,,
,467,265836587,,,0,,,0,136.4995119,34.8742441,,
,468,265836589,,,0,,,0,136.5005351,34.8749315,,
,469,265836599,,,0,,,0,136.5289361,34.8901398,,
,470,265836601,,,0,,,0,136.5256114,34.8891703,,
,471,265836635,,,0,,,0,136.8742583,35.1577431,,
,472,265836647,,,0,,,0,136.8701236,35.155809,,
,473,265836655,,,0,,,0,136.8658959,35.1537396,,
,474,265836663,,,0,,,0,136.8619043,35.1518862,,
,475,265836699,,,0,,,0,136.8562819,35.1499058,,
,476,265836701,,,0,,,0,136.854083,35.1493917,,
,477,265836718,,,0,,,0,136.5425908,34.8930923,,
,478,265836720,,,0,,,0,136.5428645,34.893165,,
