name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,0,42503880,,yes,,,"POLYGON ((106.6209497 29.5939596, 106.6208038 29.5939074, 106.620675 29.5939074, 106.6205463 29.5939223, 106.6204347 29.5939969, 106.620366 29.5941014, 106.6203403 29.5942059, 106.6203403 29.594385, 106.6202974 29.594385, 106.6203145 29.5946462, 106.6202974 29.5946985, 106.6202459 29.5947433, 106.6200914 29.5947283, 106.6200914 29.5949746, 106.6203145 29.5949746, 106.6204261 29.5949672, 106.6204862 29.5949298, 106.6205635 29.5948552, 106.6205978 29.5947731, 106.620572 29.5943104, 106.6205892 29.5942059, 106.6206407 29.5941462, 106.620718 29.5941089, 106.6208038 29.5941163, 106.6208553 29.5941462, 106.6209497 29.5939596))",POINT (106.6204719 29.5944461),3970.4,42737.2
,1,49182730,,yes,,,"POLYGON ((106.5766886 29.5181434, 106.5761093 29.5181621, 106.5761307 29.5185356, 106.5767101 29.5185262, 106.5766886 29.5181434))",POINT (106.5764109 29.5183418),2355.8,25357.2
,2,49183587,,yes,,,"POLYGON ((106.5751115 29.5156413, 106.5747145 29.5155759, 106.5746716 29.515772, 106.5750686 29.5158374, 106.5751115 29.5156413))",POINT (106.5748916 29.5157066),864.7,9307.1
,3,49183688,,yes,,,"POLYGON ((106.5807656 29.5131484, 106.5805725 29.5127283, 106.5804223 29.512803, 106.5805296 29.5130644, 106.5803686 29.5131298, 106.5802399 29.512859, 106.5801004 29.512915, 106.5803043 29.5133072, 106.5807656 29.5131484))",POINT (106.5804523 29.5130446),1811.3,19496.5
,4,49185609,,yes,,,"POLYGON ((106.5923327 29.4756855, 106.5922076 29.4757592, 106.5921189 29.4758657, 106.5920774 29.4759922, 106.5920881 29.4761234, 106.5921724 29.4762702, 106.5922866 29.4763564, 106.5924278 29.4764033, 106.5925789 29.4764054, 106.5927216 29.4763624, 106.5928389 29.4762794, 106.5929192 29.4761602, 106.5929452 29.4760306, 106.5929186 29.4759011, 106.5928428 29.4757873, 106.5927268 29.475703, 106.5925847 29.4756583, 106.5924336 29.4756585, 106.5923327 29.4756855))",POINT (106.5925103 29.4760311),5445.2,58611.3
鑫隆工业园,5,49187645,,industrial,,,"POLYGON ((106.5585918 29.5122722, 106.5541822 29.5122909, 106.5541607 29.5134113, 106.5586347 29.5133553, 106.5585918 29.5122722))",POINT (106.55638 29.5128339),52546.4,565603.9
,6,49187718,,yes,,,"POLYGON ((106.5525365 29.5120973, 106.5523521 29.513371, 106.552902 29.5134313, 106.5530864 29.5121576, 106.5525365 29.5120973))",POINT (106.5527192 29.5127643),7640.6,82242.2
,7,49188270,,yes,,,"POLYGON ((106.6657092 29.5058374, 106.6652693 29.5058094, 106.6650225 29.5060055, 106.6649689 29.5065004, 106.6652157 29.5067431, 106.6656341 29.5067805, 106.6656448 29.5066404, 106.6652479 29.5066031, 106.6650869 29.5064443, 106.6651406 29.5060428, 106.66528 29.5059308, 106.6656985 29.5059495, 106.6657092 29.5058374))",POINT (106.6652774 29.5062978),2365.9,25466.8
,8,49483505,,yes,,,"POLYGON ((106.445244 29.5247258, 106.4452226 29.524147, 106.4444608 29.5241377, 106.4444608 29.5247258, 106.445244 29.5247258))",POINT (106.444846 29.5244354),4838,52075.6
,9,49483519,,yes,,,"POLYGON ((106.445244 29.5240163, 106.4452333 29.5234375, 106.4444501 29.5234375, 106.4444501 29.5240443, 106.445244 29.5240163))",POINT (106.4448413 29.5237346),5016.4,53996.4
,10,49483571,,yes,,,"POLYGON ((106.4435703 29.5240163, 106.4443106 29.524007, 106.4442999 29.5234375, 106.4436133 29.5234469, 106.4435703 29.5240163))",POINT (106.4439485 29.5237305),4361.7,46948.5
,11,49483603,,yes,,,"POLYGON ((106.4443321 29.5247165, 106.4443428 29.5241377, 106.4436133 29.5241657, 106.4435918 29.5247258, 106.4443321 29.5247165))",POINT (106.443972 29.5244371),4489.6,48325.3
,12,49899356,,yes,,,"POLYGON ((106.5091551 29.597766, 106.5082968 29.5981765, 106.5085972 29.5986709, 106.5094555 29.5982511, 106.5091551 29.597766))",POINT (106.5088752 29.5982168),5851.3,62983.3
,13,49899446,,yes,,,"POLYGON ((106.5018059 29.6040908, 106.5012265 29.6041002, 106.5012372 29.6046039, 106.5018166 29.6045946, 106.5018059 29.6040908))",POINT (106.5015216 29.6043474),3131.6,33708.1
重庆站,14,55795192,,train_station,,,"POLYGON ((106.5438981 29.5520005, 106.5445531 29.5523668, 106.5440686 29.5530225, 106.5445913 29.5533148, 106.5444679 29.5534818, 106.5432901 29.5528232, 106.5438981 29.5520005))",POINT (106.5439699 29.5526866),9499.3,102249.7
Chongqing World Trade Center,15,64902246,,tower,,,"POLYGON ((106.5708234 29.5610953, 106.5713491 29.5608527, 106.5711989 29.5605634, 106.5707269 29.5603674, 106.5706732 29.5606567, 106.5706947 29.5608153, 106.5708234 29.5610953))",POINT (106.5709579 29.5607345),3191.9,34357.2
,16,76559089,,yes,,,"POLYGON ((106.5514318 29.451444, 106.5511314 29.4515187, 106.551228 29.4519018, 106.5515284 29.4518364, 106.5514318 29.451444))",POINT (106.5513304 29.4516749),1324.5,14256.3
,17,76559096,,yes,,,"POLYGON ((106.5520863 29.4524436, 106.5520434 29.4522568, 106.551979 29.4521166, 106.5518717 29.4520419, 106.5517215 29.4520139, 106.5514211 29.4520512, 106.5514426 29.4521914, 106.5516679 29.452154, 106.5517644 29.4522007, 106.551861 29.4522941, 106.5518932 29.4524717, 106.5520863 29.4524436))",POINT (106.5518055 29.4521961),1436,15456.6
,18,76559111,,yes,,,"POLYGON ((106.5450696 29.4555639, 106.5446297 29.455704, 106.5447048 29.4558815, 106.5442972 29.4560403, 106.5443615 29.4561898, 106.5451984 29.4558722, 106.5450696 29.4555639))",POINT (106.5447959 29.4558698),2479.2,26686
,19,76559112,,yes,,,"POLYGON ((106.5462283 29.4557134, 106.545649 29.4559096, 106.5456919 29.4560123, 106.5462713 29.4558348, 106.5462283 29.4557134))",POINT (106.5459673 29.4558651),783.8,8437
,20,76559115,,yes,,,"POLYGON ((106.5459816 29.4553397, 106.5457885 29.4553957, 106.5458099 29.4555078, 106.5454773 29.4556293, 106.5455417 29.4557881, 106.5461103 29.45562, 106.5459816 29.4553397))",POINT (106.5458144 29.4555812),1435.9,15456.3
,21,76559116,,yes,,,"POLYGON ((106.545252 29.4559563, 106.544619 29.4562085, 106.5447048 29.4564327, 106.5453378 29.4561898, 106.545252 29.4559563))",POINT (106.5449802 29.456196),1784.3,19206.3
,22,76559117,,yes,,,"POLYGON ((106.5445332 29.4562178, 106.5444152 29.4562739, 106.5445117 29.4565074, 106.5446297 29.4564607, 106.5445332 29.4562178))",POINT (106.5445226 29.4563643),355.6,3827.4
,23,76559118,,yes,,,"POLYGON ((106.5453915 29.4562552, 106.5450911 29.456386, 106.5452413 29.4567036, 106.545531 29.4565915, 106.5453915 29.4562552))",POINT (106.545314 29.4564822),1222.9,13163.4
,24,76559119,,yes,,,"POLYGON ((106.5455417 29.4559936, 106.545413 29.4560497, 106.5457348 29.4566569, 106.545885 29.4565915, 106.5455417 29.4559936))",POINT (106.5456479 29.4563307),1121.2,12068.6
,25,76559120,,yes,,,"POLYGON ((106.540703 29.4557507, 106.5405421 29.4557507, 106.5404455 29.4557881, 106.5404455 29.4559002, 106.5405421 29.4559842, 106.5407137 29.4559936, 106.5407996 29.4559189, 106.5407996 29.4558161, 106.540703 29.4557507))",POINT (106.5406233 29.4558674),775.5,8347
,26,76559123,,yes,,,"POLYGON ((106.5412609 29.4558068, 106.5410785 29.4558068, 106.5410141 29.4558442, 106.5410034 29.455975, 106.5410678 29.4560404, 106.5412609 29.4560404, 106.541336 29.4559936, 106.541336 29.4558722, 106.5412609 29.4558068))",POINT (106.5411704 29.4559243),743.1,7998.9
,27,76559130,,yes,,,"POLYGON ((106.537892 29.4448013, 106.5371196 29.4449602, 106.5372483 29.4453806, 106.5379993 29.4452124, 106.537892 29.4448013))",POINT (106.5375626 29.4450883),3613.1,38891.4
,28,76559135,,yes,,,"POLYGON ((106.5317015 29.4436615, 106.5315942 29.4436989, 106.5318839 29.444465, 106.5319804 29.4444276, 106.5317015 29.4436615))",POINT (106.5317878 29.4440573),957.7,10308.7
,29,76559139,,yes,,,"POLYGON ((106.5299742 29.4437176, 106.529191 29.4435961, 106.5291695 29.4437643, 106.5295128 29.4438203, 106.5294806 29.4439605, 106.5299312 29.4440259, 106.5299742 29.4437176))",POINT (106.5296185 29.4437999),2137.7,23010.5
,30,76559140,,yes,,,"POLYGON ((106.5357999 29.4490523, 106.535006 29.4492392, 106.5350918 29.4494727, 106.5358643 29.4492672, 106.5357999 29.4490523))",POINT (106.535434 29.4492591),2044.3,22004.9
,31,76559141,,yes,,,"POLYGON ((106.5333537 29.449454, 106.5322272 29.4497063, 106.5323452 29.4501267, 106.533461 29.4498558, 106.5333537 29.449454))",POINT (106.5328422 29.4497866),5266.8,56691.7
,32,76559143,,yes,,,"POLYGON ((106.53374 29.4499212, 106.5326993 29.4501547, 106.5327958 29.4504724, 106.5338151 29.4502482, 106.53374 29.4499212))",POINT (106.5332635 29.4501983),3776.4,40649
,33,76559144,,yes,,,"POLYGON ((106.5349309 29.4496502, 106.533976 29.4498651, 106.534212 29.4506686, 106.5351562 29.450463, 106.5349309 29.4496502))",POINT (106.5345692 29.4501607),8766,94356.7
,34,76559145,,yes,,,"POLYGON ((106.5352742 29.4505938, 106.5342871 29.4508087, 106.5344052 29.4512478, 106.5344803 29.4512385, 106.5345661 29.4515, 106.5354566 29.4512852, 106.5352742 29.4505938))",POINT (106.5348841 29.4510419),7620.2,82023.2
,35,76559146,,yes,,,"POLYGON ((106.5365509 29.4512945, 106.5357141 29.4514814, 106.5357677 29.4516962, 106.5365831 29.4515374, 106.536548 29.4513462, 106.5365509 29.4512945))",POINT (106.5361583 29.451501),2098.2,22585.4
,36,76559149,,yes,,,"POLYGON ((106.537774 29.4511544, 106.5371839 29.4512852, 106.5372376 29.4515187, 106.5378277 29.4514066, 106.537774 29.4511544))",POINT (106.5375094 29.4513403),1608.4,17312.2
,37,76559236,,yes,,,"POLYGON ((106.5395443 29.4688287, 106.5378384 29.4691743, 106.5383748 29.4710424, 106.5396408 29.4707715, 106.5395657 29.4704259, 106.539952 29.4703232, 106.5395443 29.4688287))",POINT (106.53891 29.4699012),34187.5,367991
,38,76559241,,yes,,,"POLYGON ((106.5368728 29.4691089, 106.5349309 29.4695292, 106.5350918 29.4701644, 106.5351991 29.4701457, 106.5352742 29.4704072, 106.5354673 29.4703699, 106.5354995 29.4705287, 106.5357892 29.470482, 106.5358214 29.4706594, 106.5371947 29.4703979, 106.5368728 29.4691089))",POINT (106.5361194 29.4699033),25726.7,276919.8
,39,76559366,,yes,,,"POLYGON ((106.5280322 29.4695479, 106.5266589 29.4698748, 106.5269915 29.4708743, 106.5283219 29.4705474, 106.5280322 29.4695479))",POINT (106.5274993 29.4702089),15607.4,167996.9
,40,76559384,,yes,,,"POLYGON ((106.5286438 29.4709677, 106.5293733 29.4708276, 106.528912 29.4694171, 106.5283756 29.4695199, 106.5284399 29.4697067, 106.528279 29.4697534, 106.5286438 29.4709677))",POINT (106.5288035 29.4702147),11099.6,119475
,41,76559547,,yes,,,"POLYGON ((106.5167777 29.4518364, 106.515973 29.4510329, 106.5157692 29.4511918, 106.5165631 29.4520139, 106.5167777 29.4518364))",POINT (106.5162758 29.4515241),3273.4,35234.4
,42,76559548,,yes,,,"POLYGON ((106.5152435 29.4488655, 106.5145246 29.4494073, 106.5146105 29.4495194, 106.5153508 29.4489682, 106.5152435 29.4488655))",POINT (106.5149348 29.4491886),1407.6,15151.3
,43,76559549,,yes,,,"POLYGON ((106.5179364 29.4497904, 106.5171532 29.4496222, 106.5170566 29.4499959, 106.5178398 29.4501641, 106.5179364 29.4497904))",POINT (106.5174965 29.4498932),3317.1,35704.9
,44,76559550,,yes,,,"POLYGON ((106.5150718 29.45008, 106.5144388 29.4494727, 106.5143208 29.4495662, 106.5149216 29.4501828, 106.5150718 29.45008))",POINT (106.5146976 29.4498344),1533.2,16503.4
,45,76559553,,yes,,,"POLYGON ((106.5141599 29.4498745, 106.5145354 29.4502762, 106.5146212 29.4502015, 106.514707 29.4502949, 106.5148143 29.4502201, 106.5143101 29.4496316, 106.5141706 29.4497156, 106.514235 29.4497904, 106.5141599 29.4498745))",POINT (106.5144538 29.4499836),1906.7,20523.8
,46,76559554,,yes,,,"POLYGON ((106.5173034 29.4501921, 106.5169279 29.450108, 106.5168421 29.4504257, 106.5172283 29.4505004, 106.5173034 29.4501921))",POINT (106.5170742 29.4503069),1349.1,14521.3
,47,76559633,,yes,,,"POLYGON ((106.5007703 29.4534713, 106.5004269 29.4532377, 106.5000085 29.4537235, 106.5003411 29.4539571, 106.5007703 29.4534713))",POINT (106.5003877 29.4535968),2828.7,30448
,48,76559634,,yes,,,"POLYGON ((106.5015964 29.4515561, 106.5008346 29.4513225, 106.5007166 29.4516776, 106.5014676 29.4519018, 106.5015964 29.4515561))",POINT (106.501153 29.4516137),3149.5,33901
,49,76559648,,yes,,,"POLYGON ((106.5020577 29.4497997, 106.5004269 29.4492485, 106.4998798 29.4504444, 106.5014784 29.4510142, 106.5020577 29.4497997))",POINT (106.5009641 29.4501264),24301.9,261582.8
,50,76559649,,yes,,,"POLYGON ((106.5008454 29.44809, 106.5006415 29.4484918, 106.5004913 29.4484544, 106.500384 29.4487253, 106.5005986 29.4488188, 106.5005128 29.4490617, 106.5012745 29.4493139, 106.5016715 29.4484637, 106.501768 29.4485104, 106.5016715 29.448772, 106.5022401 29.4489776, 106.5023689 29.4486693, 106.5019826 29.4485198, 106.5020577 29.4483703, 106.5010385 29.4480246, 106.5009741 29.4481181, 106.5008454 29.44809))",POINT (106.501256 29.448647),14202.1,152870.4
,51,76559650,,yes,,,"POLYGON ((106.5023581 29.4491271, 106.5019182 29.4489776, 106.5017359 29.449398, 106.5021757 29.4495381, 106.5023581 29.4491271))",POINT (106.5020464 29.4492597),2245.8,24173.7
,52,76562949,,yes,,,"POLYGON ((106.4976911 29.4328603, 106.4967684 29.4323183, 106.4965538 29.4325893, 106.4974765 29.4331313, 106.4976911 29.4328603))",POINT (106.4971225 29.4327248),3938.5,42393.8
,53,76563016,,yes,,,"POLYGON ((106.5114133 29.4136844, 106.5109948 29.4141143, 106.5119926 29.4149648, 106.5124647 29.4145536, 106.5114133 29.4136844))",POINT (106.5117206 29.4143303),8749,94173.4
,54,76563020,,yes,,,"POLYGON ((106.5115957 29.4109647, 106.5102438 29.4122171, 106.5103082 29.4122638, 106.5101151 29.4124321, 106.5105013 29.4127872, 106.5120355 29.4113573, 106.5115957 29.4109647))",POINT (106.5110609 29.411868),13076.2,140751
,55,76563022,,yes,,,"POLYGON ((106.512454 29.4120956, 106.5119926 29.4117218, 106.510909 29.4127125, 106.5113274 29.4130769, 106.512454 29.4120956))",POINT (106.511677 29.412397),9051.4,97428.4
,56,76563024,,yes,,,"POLYGON ((106.5076367 29.4114227, 106.5084307 29.4123012, 106.5088813 29.4119741, 106.5082912 29.4112638, 106.5083877 29.4111984, 106.5082268 29.4110115, 106.5076367 29.4114227))",POINT (106.5082649 29.4116657),7621.5,82037.1
,57,76563025,,yes,,,"POLYGON ((106.508377 29.4108152, 106.5080766 29.410404, 106.5076689 29.4106376, 106.5079693 29.4110395, 106.508377 29.4108152))",POINT (106.5080232 29.4107234),2520.7,27132.3
,58,76563030,,yes,,,"POLYGON ((106.5070359 29.4105722, 106.5060703 29.4095628, 106.5059094 29.4096656, 106.5068642 29.4107124, 106.5070359 29.4105722))",POINT (106.5064828 29.4101424),3086.8,33225.9
,59,76563032,,yes,,,"POLYGON ((106.5051047 29.4093292, 106.5042142 29.4100021, 106.5045039 29.4103386, 106.5054266 29.409675, 106.5051047 29.4093292))",POINT (106.5048172 29.4098334),5521.6,59433.7
,60,76563033,,yes,,,"POLYGON ((106.5053837 29.4098432, 106.5047721 29.4103292, 106.5049867 29.4105722, 106.5050618 29.4105348, 106.5053193 29.4108059, 106.5059416 29.4103572, 106.5053837 29.4098432))",POINT (106.5053527 29.4103291),6063.5,65266.7
,61,76563051,,yes,,,"POLYGON ((106.5048794 29.4087871, 106.5040855 29.4083104, 106.5039245 29.4085067, 106.5046863 29.4089834, 106.5048794 29.4087871))",POINT (106.5043985 29.408649),2547.4,27420.1
,62,76563072,,yes,,,"POLYGON ((106.5219704 29.399001, 106.5202646 29.3989356, 106.5202538 29.3993843, 106.5219383 29.3994217, 106.5219704 29.399001))",POINT (106.5210979 29.3991849),7930.1,85358.3
,63,76563256,,yes,,,"POLYGON ((106.4860288 29.4086936, 106.4850847 29.408703, 106.4850632 29.4107685, 106.4859967 29.4107591, 106.4860288 29.4086936))",POINT (106.4855434 29.4097291),20845.5,224378.9
,64,76563257,,yes,,,"POLYGON ((106.4870481 29.4086936, 106.4861898 29.408703, 106.4861469 29.4107498, 106.4869944 29.4107591, 106.4870481 29.4086936))",POINT (106.4865955 29.4097243),18854.4,202946.3
,65,76563260,,yes,,,"POLYGON ((106.48796 29.4082356, 106.4872734 29.4082356, 106.4872734 29.4085347, 106.48796 29.4085347, 106.48796 29.4082356))",POINT (106.4876167 29.4083851),2204.5,23728.6
,66,76563262,,yes,,,"POLYGON ((106.487091 29.408703, 106.4870588 29.4107778, 106.4879064 29.4107685, 106.48796 29.408731, 106.487091 29.408703))",POINT (106.4875029 29.4097406),18968.5,204175
,67,76563479,,yes,,,"POLYGON ((106.4620714 29.4118807, 106.4624039 29.412647, 106.4647321 29.41189, 106.4647106 29.4118246, 106.465526 29.4115722, 106.4653973 29.4112358, 106.4647536 29.4114227, 106.4645712 29.4110208, 106.4620714 29.4118807))",POINT (106.4636571 29.4118069),26803.4,288508.9
,68,76563683,,yes,,,"POLYGON ((106.4821986 29.4341778, 106.4821128 29.4343647, 106.4826278 29.4345609, 106.4825205 29.4347665, 106.4820163 29.4345703, 106.4819197 29.4347478, 106.48266 29.4350561, 106.4829497 29.4344862, 106.4821986 29.4341778))",POINT (106.4824721 29.4346341),4133.5,44492.3
,69,76563695,,yes,,,"POLYGON ((106.4772312 29.4352243, 106.4769737 29.4352524, 106.4768986 29.4353178, 106.4770166 29.4354486, 106.4770488 29.4356355, 106.4770381 29.4357943, 106.4769415 29.4360559, 106.4769522 29.4361867, 106.4770703 29.4361494, 106.477199 29.4360186, 106.4772741 29.4358784, 106.4773599 29.4357756, 106.4775209 29.4356822, 106.4774887 29.4356261, 106.4772848 29.4356448, 106.4772312 29.4352243))",POINT (106.4771483 29.4356758),2772,29837.3
,70,76563703,,yes,,,"POLYGON ((106.4784757 29.4354112, 106.4782397 29.4352897, 106.4780359 29.4355701, 106.4777355 29.4354392, 106.4775638 29.4356541, 106.4777998 29.4358223, 106.4775531 29.4360746, 106.4777033 29.4361681, 106.4779393 29.4359345, 106.4780037 29.4359718, 106.4784757 29.4354112))",POINT (106.4779667 29.4356938),3536,38061.2
,71,76564002,,yes,,,"POLYGON ((106.4349059 29.4068711, 106.4342193 29.4069365, 106.4342515 29.4072075, 106.4349167 29.4071515, 106.4349059 29.4068711))",POINT (106.4345748 29.4070408),2017.1,21711.5
,72,76564003,,yes,,,"POLYGON ((106.4349489 29.4072356, 106.4342729 29.407301, 106.4343051 29.4075721, 106.4349703 29.407516, 106.4349489 29.4072356))",POINT (106.4346259 29.4074056),2005.2,21583.4
,73,76564005,,yes,,,"POLYGON ((106.434112 29.4072356, 106.4336936 29.407273, 106.4337258 29.4076655, 106.4341549 29.4076375, 106.434112 29.4072356))",POINT (106.4339225 29.4074536),1824,19632.9
,74,76564499,,yes,,,"POLYGON ((106.4766197 29.4562926, 106.4760725 29.4562926, 106.4760725 29.4568811, 106.4766089 29.4568811, 106.4766197 29.4562926))",POINT (106.4763434 29.4565859),3426.3,36879.9
,75,76564504,,yes,,,"POLYGON ((106.4766197 29.4554892, 106.4760618 29.4554798, 106.4760725 29.4560403, 106.4766089 29.456031, 106.4766197 29.4554892))",POINT (106.4763392 29.4557583),3238.7,34861.1
,76,76564505,,yes,,,"POLYGON ((106.4777676 29.4545269, 106.4765446 29.4541346, 106.476448 29.4543401, 106.4776818 29.4547511, 106.4777676 29.4545269))",POINT (106.4771167 29.4544405),3235.1,34822.4
,77,76564507,,yes,,,"POLYGON ((106.4735297 29.4556947, 106.4732079 29.4556853, 106.4731757 29.4563953, 106.4734761 29.4563953, 106.4735297 29.4556947))",POINT (106.4733473 29.4560385),2358.5,25386.7
,78,76564510,,yes,,,"POLYGON ((106.4756541 29.455321, 106.4749889 29.4553303, 106.4749889 29.4554892, 106.4756326 29.4554892, 106.4756541 29.455321))",POINT (106.4753192 29.455407),1152,12399.7
,79,76564511,,yes,,,"POLYGON ((106.473165 29.4571147, 106.4727144 29.4571427, 106.4727251 29.4574229, 106.4725963 29.4574323, 106.4725856 29.457152, 106.4720814 29.4571894, 106.4721028 29.4574696, 106.4721672 29.4574696, 106.4721994 29.4577406, 106.4732186 29.4576845, 106.4732186 29.4573202, 106.473165 29.4573295, 106.473165 29.4571147))",POINT (106.4726703 29.4574369),6086.2,65511.6
,80,76564513,,yes,,,"POLYGON ((106.4729933 29.4585529, 106.4717702 29.4585249, 106.4717488 29.4592161, 106.4729718 29.4592348, 106.4729933 29.4585529))",POINT (106.4723696 29.4588821),9024.9,97143
,81,76565452,,yes,,,"POLYGON ((106.5295718 29.5034683, 106.5288423 29.5039445, 106.5291212 29.504262, 106.5298508 29.5037858, 106.5295718 29.5034683))",POINT (106.5293465 29.5038651),3915.9,42150.7
,82,76565475,,yes,,,"POLYGON ((106.5419636 29.4975948, 106.5417062 29.4977442, 106.54191 29.498043, 106.5421568 29.4979029, 106.5419636 29.4975948))",POINT (106.5419335 29.4978199),1129.5,12157.6
,83,76565490,,yes,,,"POLYGON ((106.5367448 29.4971774, 106.5365195 29.4973269, 106.5365195 29.4974109, 106.5366053 29.4975323, 106.5366911 29.4975323, 106.5369272 29.4973829, 106.5369379 29.4973362, 106.5368306 29.4971868, 106.5367448 29.4971774))",POINT (106.5367198 29.497357),1048.4,11284.5
,84,76565492,,yes,,,"POLYGON ((106.53661 29.4955497, 106.5361701 29.4954283, 106.5360199 29.4958299, 106.5364598 29.4959606, 106.53661 29.4955497))",POINT (106.5363156 29.4956926),2121.4,22834.5
,85,76565607,,yes,,,"POLYGON ((106.5349899 29.4952229, 106.5345071 29.4950641, 106.5345178 29.4951949, 106.5346144 29.4953163, 106.5349148 29.495419, 106.5349899 29.4952229))",POINT (106.5347436 29.4952437),980.1,10550.1
,86,76565609,,yes,,,"POLYGON ((106.5321468 29.4922719, 106.5318249 29.4921599, 106.5317391 29.4923933, 106.5320502 29.4924867, 106.5321468 29.4922719))",POINT (106.5319391 29.4923265),862.1,9279.6
恒圣中药材市场,87,76565666,,retail,,,"POLYGON ((106.4936446 29.5003644, 106.492496 29.5006446, 106.4927514 29.5014378, 106.494145 29.5010979, 106.4939139 29.50038, 106.4936689 29.5004398, 106.4936446 29.5003644))",POINT (106.4933127 29.5008797),12587.7,135493.2
,88,76580398,,yes,,,"POLYGON ((106.5268896 29.4968477, 106.5266429 29.4969598, 106.526557 29.497268, 106.5265034 29.4974547, 106.5265034 29.4975481, 106.5265356 29.4976135, 106.5266 29.4976508, 106.5266751 29.4976508, 106.5267287 29.4976135, 106.5267609 29.4975668, 106.5267502 29.4975014, 106.5267609 29.4972026, 106.5268038 29.4970158, 106.5268896 29.4968477))",POINT (106.5266675 29.4972921),1637.3,17624.2
,89,76580492,,yes,,,"POLYGON ((106.5134035 29.5012179, 106.5131889 29.5012366, 106.5132211 29.5023571, 106.5134249 29.5023478, 106.5134035 29.5012179))",POINT (106.5133096 29.5017849),2528.1,27212.4
,90,76580503,,yes,,,"POLYGON ((106.5129529 29.5008257, 106.5121804 29.5008164, 106.5121589 29.5024412, 106.5129851 29.5024412, 106.5129529 29.5008257))",POINT (106.512569 29.5016402),13905.9,149681.7
,91,76580516,,yes,,,"POLYGON ((106.5133498 29.5004802, 106.5126203 29.5004802, 106.5126203 29.5006203, 106.5133606 29.500611, 106.5133498 29.5004802))",POINT (106.5129836 29.5005481),1069,11506.9
,92,76580534,,yes,,,"POLYGON ((106.5137039 29.5011245, 106.5134679 29.5011339, 106.5135108 29.5024038, 106.5139614 29.5024038, 106.5139614 29.5022637, 106.514176 29.5022544, 106.5141545 29.5017222, 106.5137361 29.5013393, 106.5137039 29.5011245))",POINT (106.513775 29.5018473),7030.2,75672.2
,93,76580574,,yes,,,"POLYGON ((106.5141867 29.4985099, 106.5139507 29.4987527, 106.5141116 29.4988834, 106.5141652 29.4988368, 106.5142081 29.4988741, 106.5144013 29.498678, 106.5141867 29.4985099))",POINT (106.5141758 29.4987082),944.6,10167.4
,94,76580605,,yes,,,"POLYGON ((106.5131353 29.4975855, 106.5129636 29.4976415, 106.5131138 29.498071, 106.5132855 29.4980243, 106.5131353 29.4975855))",POINT (106.5131246 29.4978299),881.1,9484.2
,95,76580649,,yes,,,"POLYGON ((106.5077387 29.4990982, 106.5075348 29.4991356, 106.5076421 29.4997332, 106.5078245 29.4997145, 106.5077387 29.4990982))",POINT (106.5076844 29.4994141),1289.5,13879.6
,96,76586681,,yes,,,"POLYGON ((106.3661985 29.5181862, 106.3650398 29.5178968, 106.3649217 29.5183076, 106.3660805 29.5185877, 106.3661985 29.5181862))",POINT (106.3655581 29.518244),5411.5,58248.4
,97,78389263,,yes,,,"POLYGON ((106.5022748 29.5257949, 106.5022427 29.5261029, 106.5022427 29.5264577, 106.5022641 29.5265977, 106.502586 29.526579, 106.5028327 29.526523, 106.5031653 29.526383, 106.5033155 29.5262896, 106.5034443 29.5261776, 106.5031439 29.5259816, 106.5028542 29.5258695, 106.5025538 29.5258042, 106.5022748 29.5257949))",POINT (106.5027117 29.5261942),7219.3,77707.6
,98,78389266,,yes,,,"POLYGON ((106.5021139 29.5258042, 106.5017599 29.5258976, 106.5014702 29.5260376, 106.5012556 29.526215, 106.5014916 29.526383, 106.5017277 29.5265044, 106.5021139 29.5265604, 106.5021461 29.526355, 106.5021461 29.5260749, 106.5021139 29.5258042))",POINT (106.5018053 29.5261984),4642.7,49973.8
,99,78389372,,yes,,,"POLYGON ((106.4756459 29.5035926, 106.4751523 29.5036019, 106.4751523 29.5041715, 106.4757639 29.5041621, 106.4757102 29.5042368, 106.4772445 29.5051519, 106.4777595 29.5045356, 106.4762467 29.5036112, 106.4756459 29.5035926))",POINT (106.4764452 29.5042485),20595.5,221688.2
,100,78389374,,yes,,,"POLYGON ((106.4786408 29.5020809, 106.4776162 29.5020976, 106.4776238 29.5024524, 106.4786484 29.5024357, 106.4786408 29.5020809))",POINT (106.4781323 29.5022667),3908.8,42073.4
,101,78389377,,yes,,,"POLYGON ((106.479755 29.5020612, 106.4788753 29.5020799, 106.478886 29.502444, 106.4797657 29.5024347, 106.479755 29.5020612))",POINT (106.4793224 29.5022549),3484.1,37502.4
,102,78389379,,yes,,,"POLYGON ((106.4817613 29.5019398, 106.4798945 29.5019771, 106.4799052 29.5024253, 106.4817613 29.502388, 106.4817613 29.5019398))",POINT (106.4808305 29.5021823),8958.9,96433.1
,103,78389381,,yes,,,"POLYGON ((106.4769276 29.5019801, 106.4767774 29.5019894, 106.4767881 29.5030165, 106.4772602 29.5030072, 106.4769276 29.5019801))",POINT (106.4769533 29.5025864),3449.4,37128.8
,104,78389386,,yes,,,"POLYGON ((106.4761933 29.5019622, 106.4759732 29.5019651, 106.4759914 29.5030154, 106.4762115 29.5030125, 106.4761933 29.5019622))",POINT (106.4760923 29.5024888),2483.5,26732.5
