name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,480,167501644,,yes,,,"POLYGON ((106.3135336 29.3739776, 106.3134884 29.3739363, 106.3135995 29.3738735, 106.3136283 29.3739148, 106.3135336 29.3739776))",POINT (106.3135608 29.373926),70.1,754.2
,481,167501645,,yes,,,"POLYGON ((106.3106541 29.3764774, 106.310615 29.3763787, 106.3106808 29.3763617, 106.3107282 29.3764576, 106.3106541 29.3764774))",POINT (106.3106699 29.3764198),81.7,879.5
,482,167501648,,yes,,,"POLYGON ((106.3071461 29.3827616, 106.3071039 29.3828234, 106.3071955 29.3828584, 106.3072387 29.382793, 106.3071461 29.3827616))",POINT (106.3071714 29.3828093),78.2,842.2
,483,167501649,,yes,,,"POLYGON ((106.3101895 29.3766277, 106.3101216 29.3766511, 106.310101 29.3765766, 106.3101699 29.3765614, 106.3101895 29.3766277))",POINT (106.3101449 29.3766045),56.4,607
,484,167501651,,yes,,,"POLYGON ((106.3183359 29.3779267, 106.3182806 29.3779469, 106.3183213 29.3780319, 106.318381 29.3780066, 106.3183359 29.3779267))",POINT (106.3183299 29.3779788),61.4,660.5
,485,167501652,,yes,,,"POLYGON ((106.3066644 29.3812733, 106.3066397 29.3811668, 106.3067125 29.3811554, 106.306743 29.3812797, 106.3066644 29.3812733))",POINT (106.3066909 29.381219),94.3,1014.5
,486,167501653,,yes,,,"POLYGON ((106.3183752 29.3777364, 106.3182762 29.377725, 106.3182485 29.3778785, 106.3183431 29.3778785, 106.3183752 29.3777364))",POINT (106.3183103 29.3778037),155.1,1668.9
,487,167501654,,yes,,,"POLYGON ((106.3105861 29.3765401, 106.3105584 29.3764962, 106.3104637 29.3765428, 106.3105038 29.3765904, 106.3105861 29.3765401))",POINT (106.3105266 29.3765427),61.2,658.3
,488,167501656,,yes,,,"POLYGON ((106.3067231 29.3827329, 106.306685 29.3826791, 106.306755 29.3826495, 106.30679 29.3827105, 106.3067231 29.3827329))",POINT (106.3067385 29.3826924),52.2,561.8
,489,167501657,,yes,,,"POLYGON ((106.3070401 29.3828575, 106.3069958 29.3829212, 106.306931 29.3828916, 106.3069783 29.382827, 106.3070401 29.3828575))",POINT (106.3069861 29.3828744),58.3,628.1
,490,167501659,,yes,,,"POLYGON ((106.317253 29.3782932, 106.3171773 29.3782945, 106.3171744 29.3782348, 106.3172428 29.3782222, 106.317253 29.3782932))",POINT (106.317213 29.3782615),50.9,547.6
,491,167501660,,yes,,,"POLYGON ((106.3092782 29.3798966, 106.3092782 29.3798484, 106.3093466 29.3798459, 106.3093408 29.379908, 106.3092782 29.3798966))",POINT (106.3093124 29.3798745),39.2,421.6
,492,167501661,,yes,,,"POLYGON ((106.31721 29.3773533, 106.3172144 29.3772315, 106.3172857 29.377234, 106.3172784 29.377352, 106.31721 29.3773533))",POINT (106.317247 29.3772923),89.8,966.9
,493,167501663,,yes,,,"POLYGON ((106.3190495 29.374953, 106.3190304 29.3750242, 106.319124 29.3750432, 106.319143 29.374972, 106.3190808 29.3749593, 106.3190495 29.374953))",POINT (106.3190867 29.3749981),75.7,815.3
,494,167501664,,yes,,,"POLYGON ((106.326352 29.376749, 106.3262822 29.3767147, 106.3262152 29.3768149, 106.3262718 29.3768436, 106.3262778 29.3768466, 106.326352 29.376749))",POINT (106.3262824 29.3767805),95.4,1027.3
,495,167501666,,yes,,,"POLYGON ((106.3094718 29.3798319, 106.3094834 29.3798839, 106.3096537 29.3798636, 106.3096537 29.3798142, 106.3095344 29.3798142, 106.3094718 29.3798319))",POINT (106.3095633 29.3798453),108.2,1165
,496,167501667,,yes,,,"POLYGON ((106.3190808 29.3749593, 106.3190977 29.3748959, 106.3191791 29.3749124, 106.3191622 29.3749758, 106.319143 29.374972, 106.3190808 29.3749593))",POINT (106.3191299 29.3749359),58.5,629.5
,497,167501668,,yes,,,"POLYGON ((106.3189443 29.3750021, 106.3189152 29.3751253, 106.3190046 29.3751414, 106.3190223 29.3750666, 106.318976 29.3750583, 106.3189875 29.3750099, 106.3189443 29.3750021))",POINT (106.3189667 29.3750803),98.3,1058.4
,498,167501670,,yes,,,"POLYGON ((106.3100692 29.376535, 106.3099993 29.3763866, 106.3100881 29.3763651, 106.3101137 29.3764288, 106.3101263 29.3764602, 106.3101492 29.3765173, 106.3100692 29.376535))",POINT (106.3100759 29.3764496),149.5,1609.6
,499,167501672,,yes,,,"POLYGON ((106.3070812 29.3825921, 106.3070257 29.3825661, 106.306966 29.3826459, 106.3070514 29.3827024, 106.3070905 29.3826504, 106.3070555 29.3826315, 106.3070812 29.3825921))",POINT (106.3070319 29.3826342),96.7,1040.9
,500,167501673,,yes,,,"POLYGON ((106.3070644 29.3824007, 106.30698 29.3824096, 106.3069887 29.3824642, 106.3068679 29.382473, 106.3068839 29.3825326, 106.3070746 29.3825123, 106.3070644 29.3824007))",POINT (106.3069879 29.3824761),172.1,1852.5
,501,167501674,,yes,,,"POLYGON ((106.316996 29.3774484, 106.3169611 29.3773812, 106.3170848 29.377333, 106.3170557 29.3772784, 106.317127 29.3772442, 106.3171954 29.377352, 106.316996 29.3774484))",POINT (106.3170838 29.3773508),215,2314
,502,167501675,,yes,,,"POLYGON ((106.3227829 29.3805178, 106.322717 29.3804406, 106.3226326 29.3804926, 106.3227397 29.3806361, 106.3227932 29.3806164, 106.3227376 29.3805393, 106.3227829 29.3805178))",POINT (106.3227174 29.3805332),158.9,1710
,503,167501677,,yes,,,"POLYGON ((106.3261159 29.3767174, 106.3262477 29.3766129, 106.3261677 29.3765501, 106.3259683 29.3766973, 106.3260389 29.3767562, 106.3261 29.3767055, 106.3261159 29.3767174))",POINT (106.3261096 29.3766533),259.4,2792.4
,504,167501678,,yes,,,"POLYGON ((106.3098258 29.3815126, 106.3097743 29.3814803, 106.3099699 29.3813117, 106.3100738 29.3814005, 106.3100038 29.3814516, 106.3099606 29.3814005, 106.3098258 29.3815126))",POINT (106.3099294 29.3814101),223.5,2406.1
,505,167501680,,yes,,,"POLYGON ((106.3091466 29.3821033, 106.309088 29.3820728, 106.3091559 29.3819966, 106.3093916 29.3820844, 106.309338 29.3821427, 106.3091847 29.38208, 106.3091466 29.3821033))",POINT (106.3092362 29.38207),213.2,2294.9
,506,167501681,,yes,,,"POLYGON ((106.3066119 29.3827616, 106.3066624 29.3826423, 106.3065811 29.3826208, 106.3065533 29.3826791, 106.3064884 29.3826459, 106.3064689 29.3827203, 106.3066119 29.3827616))",POINT (106.3065697 29.3826919),168.9,1818.1
,507,167501683,,yes,,,"POLYGON ((106.3090803 29.3799702, 106.3090191 29.3799994, 106.3090526 29.3800869, 106.3092986 29.3800298, 106.3092811 29.3799676, 106.3091152 29.3800044, 106.3090803 29.3799702))",POINT (106.3091505 29.3800232),210.1,2261.6
,508,167501684,,yes,,,"POLYGON ((106.3262718 29.3768436, 106.326241 29.3768783, 106.3262295 29.3768913, 106.3261036 29.3767962, 106.3261524 29.3767594, 106.3262152 29.3768149, 106.3262718 29.3768436))",POINT (106.326188 29.3768249),91.9,989.6
,509,167501685,,yes,,,"POLYGON ((106.3105807 29.3762444, 106.310505 29.3762672, 106.3105137 29.3762977, 106.3104002 29.3763433, 106.3104278 29.3763966, 106.3106127 29.3763281, 106.3105807 29.3762444))",POINT (106.3105144 29.3763235),159,1711.4
,510,167501688,,yes,,,"POLYGON ((106.307574 29.3825554, 106.3075667 29.3824907, 106.3076555 29.382473, 106.3076555 29.3824197, 106.3076991 29.3824171, 106.3077501 29.3824438, 106.3077384 29.3825516, 106.307574 29.3825554))",POINT (106.3076689 29.3824976),189.6,2040.9
,511,167501689,,yes,,,"POLYGON ((106.3260891 29.3767994, 106.3260389 29.3767562, 106.3261 29.3767055, 106.3261159 29.3767174, 106.3261611 29.3767512, 106.3261524 29.3767594, 106.3261036 29.3767962, 106.3260891 29.3767994))",POINT (106.3260993 29.3767541),64.3,692.4
,512,167501690,,yes,,,"POLYGON ((106.3172283 29.3781423, 106.3171643 29.3781566, 106.317138 29.3781626, 106.3171264 29.3781169, 106.3171569 29.3781042, 106.3171482 29.3780662, 106.3172283 29.3780548, 106.3172283 29.3781423))",POINT (106.3171837 29.3781092),85.3,918.5
,513,167501692,,yes,,,"POLYGON ((106.3103355 29.3763473, 106.3102657 29.3763727, 106.3102817 29.3764069, 106.3101925 29.3764341, 106.310222 29.3764995, 106.3103137 29.3764741, 106.3103501 29.3765376, 106.3104112 29.3765211, 106.3103355 29.3763473))",POINT (106.3103094 29.3764464),213.7,2300
,514,167501693,,yes,,,"POLYGON ((106.3105896 29.3794426, 106.310527 29.3794426, 106.3105503 29.379336, 106.3107351 29.3793665, 106.3106711 29.3796582, 106.310594 29.3796379, 106.3106405 29.379421, 106.3106012 29.3794083, 106.3105896 29.3794426))",POINT (106.3106422 29.379471),357,3842.4
,515,167501696,,yes,,,"POLYGON ((106.3068624 29.3809195, 106.3068638 29.3808611, 106.3069017 29.3808599, 106.3069017 29.3807964, 106.3070181 29.3807888, 106.3070167 29.3808713, 106.3069744 29.3808763, 106.3069788 29.3809207, 106.3068624 29.3809195))",POINT (106.3069438 29.3808564),163.5,1759.8
,516,167501697,,yes,,,"POLYGON ((106.3101925 29.3764341, 106.3101789 29.3764098, 106.3101137 29.3764288, 106.3101263 29.3764602, 106.3101594 29.3764484, 106.3102 29.3765309, 106.3102329 29.3765206, 106.310222 29.3764995, 106.3101925 29.3764341))",POINT (106.3101782 29.3764634),58.1,625.7
,517,167562980,,yes,,,"POLYGON ((106.3096459 29.4231692, 106.309647 29.423097, 106.309802 29.4230989, 106.309803 29.4230358, 106.3096458 29.4230339, 106.3096471 29.4229529, 106.3098879 29.4229559, 106.3098864 29.4230442, 106.3098845 29.4231646, 106.3098844 29.4231721, 106.3096459 29.4231692))",POINT (106.3097761 29.4230613),452.1,4866.9
,518,167562981,,yes,,,"POLYGON ((106.3220727 29.4206918, 106.3221268 29.4206025, 106.3221868 29.420461, 106.3225446 29.4205554, 106.3225813 29.4203987, 106.3226529 29.4203987, 106.3226374 29.4204576, 106.3226123 29.4207306, 106.322181 29.4206261, 106.3221268 29.4207238, 106.3220727 29.4206918))",POINT (106.322396 29.4205856),1012.5,10898
,519,167562984,,yes,,,"POLYGON ((106.3235942 29.4203722, 106.3235751 29.4201029, 106.323586 29.4200589, 106.3238431 29.420041, 106.3238472 29.4200076, 106.3241057 29.4198885, 106.3241043 29.4201947, 106.3241741 29.420197, 106.3241891 29.4203686, 106.3244011 29.4203817, 106.3244011 29.4204329, 106.3235942 29.4203722))",POINT (106.3239091 29.4202089),2486.6,26765.9
,520,167562991,,yes,,,"POLYGON ((106.3201293 29.4206216, 106.3198408 29.4205597, 106.3198941 29.4204513, 106.3196438 29.4203834, 106.3196083 29.4205204, 106.3195235 29.4205168, 106.3195139 29.4205811, 106.3195878 29.4205823, 106.3195057 29.4207955, 106.3196233 29.4208182, 106.319596 29.420873, 106.3197109 29.420892, 106.3197095 29.4209218, 106.3198462 29.4209504, 106.3198367 29.4210123, 106.3199775 29.421029, 106.3201293 29.4206216))",POINT (106.3198068 29.4207092),2499.2,26901.5
,521,167562995,,yes,,,"POLYGON ((106.3234106 29.4212331, 106.3234804 29.421039, 106.3228937 29.4208793, 106.3228103 29.4211092, 106.3234106 29.4212331))",POINT (106.3231404 29.4210632),1469,15812.6
,522,167562998,,yes,,,"POLYGON ((106.3233849 29.4139707, 106.3233182 29.414076, 106.3234565 29.4140987, 106.3235135 29.4139976, 106.3233849 29.4139707))",POINT (106.3234174 29.4140361),165.4,1779.8
,523,167563000,,yes,,,"POLYGON ((106.3227307 29.4153174, 106.3226623 29.4153174, 106.3226664 29.415209, 106.3227389 29.4152126, 106.3227307 29.4153174))",POINT (106.3226994 29.4152636),80.4,865
,524,167563004,,yes,,,"POLYGON ((106.318568 29.416497, 106.31849 29.416466, 106.3185242 29.4163862, 106.3186117 29.4164148, 106.318568 29.416497))",POINT (106.3185492 29.4164406),84.8,913
,525,167563007,,yes,,,"POLYGON ((106.3246988 29.4213393, 106.3248748 29.4210378, 106.3249889 29.4210934, 106.3248187 29.4213949, 106.3246988 29.4213393))",POINT (106.3248447 29.4212173),481.3,5180.3
,526,167563010,,yes,,,"POLYGON ((106.3249617 29.4129307, 106.3249138 29.4129998, 106.3251791 29.4131129, 106.3252229 29.4130462, 106.3249617 29.4129307))",POINT (106.3250683 29.413022),248.2,2671.4
,527,167563011,,yes,,,"POLYGON ((106.3235788 29.4211426, 106.3236226 29.4210116, 106.3238988 29.421083, 106.3238482 29.4212236, 106.3235788 29.4211426))",POINT (106.3237389 29.4211156),436.5,4698.7
,528,167563014,,yes,,,"POLYGON ((106.3202916 29.4210371, 106.3202626 29.4210893, 106.3203728 29.4211129, 106.3203912 29.4210674, 106.3202916 29.4210371))",POINT (106.3203279 29.4210765),62,667.1
,529,167563020,,yes,,,"POLYGON ((106.3232515 29.4142183, 106.3232408 29.4142807, 106.3233578 29.4142807, 106.3233685 29.4142158, 106.3232515 29.4142183))",POINT (106.323305 29.4142489),79.5,855.9
,530,167563022,,yes,,,"POLYGON ((106.3235751 29.4201029, 106.3234958 29.4200958, 106.3234944 29.4200041, 106.323586 29.4200589, 106.3235751 29.4201029))",POINT (106.3235335 29.4200628),64,689.4
,531,167563028,,yes,,,"POLYGON ((106.3103374 29.4233399, 106.310399 29.4232789, 106.310311 29.4232116, 106.3102494 29.4232727, 106.3103374 29.4233399))",POINT (106.3103242 29.4232758),102,1098.3
,532,167563029,,yes,,,"POLYGON ((106.3187266 29.4160669, 106.3187075 29.4159954, 106.3186062 29.4160359, 106.3186254 29.4160907, 106.3187266 29.4160669))",POINT (106.3186684 29.4160463),75.6,813.9
,533,167563033,,yes,,,"POLYGON ((106.3226899 29.4214845, 106.3226202 29.421687, 106.3232164 29.4218382, 106.3232793 29.4216357, 106.3226899 29.4214845))",POINT (106.322951 29.4216614),1397.7,15045
,534,167563034,,yes,,,"POLYGON ((106.318609 29.416385, 106.3185351 29.41636, 106.3185707 29.4162682, 106.3186623 29.4162956, 106.318609 29.416385))",POINT (106.3185952 29.4163258),92.8,999.2
,535,167563040,,yes,,,"POLYGON ((106.3248919 29.4130069, 106.3248317 29.4131379, 106.3249056 29.4131642, 106.3249712 29.4130462, 106.3248919 29.4130069))",POINT (106.3249003 29.4130873),125.3,1348.3
,536,167563046,,yes,,,"POLYGON ((106.3235899 29.4142082, 106.3236257 29.414151, 106.3237688 29.4142259, 106.3237272 29.4142832, 106.3235899 29.4142082))",POINT (106.3236785 29.4142172),117.2,1261.7
,537,167563048,,yes,,,"POLYGON ((106.3249251 29.420465, 106.324809 29.420465, 106.3248052 29.4202646, 106.3249193 29.4202629, 106.3249251 29.420465))",POINT (106.3248647 29.4203647),249.8,2688.9
,538,167563049,,yes,,,"POLYGON ((106.3249465 29.4131951, 106.3249287 29.4132362, 106.3250026 29.4132612, 106.3250224 29.4132219, 106.3249465 29.4131951))",POINT (106.324975 29.4132284),37.3,401.1
,539,167563050,,yes,,,"POLYGON ((106.3101934 29.4233119, 106.3102513 29.4232507, 106.3102011 29.4232148, 106.3101433 29.423276, 106.3101934 29.4233119))",POINT (106.3101973 29.4232633),55,592.4
,540,167563051,,yes,,,"POLYGON ((106.318583 29.4167805, 106.3184968 29.4166518, 106.3185816 29.4166149, 106.3186692 29.4167566, 106.318583 29.4167805))",POINT (106.3185827 29.4167),152.6,1642.1
,541,167563054,,yes,,,"POLYGON ((106.3242725 29.4212634, 106.3242315 29.4211871, 106.3241139 29.4212264, 106.3241604 29.4213015, 106.3242725 29.4212634))",POINT (106.3241943 29.4212443),111.6,1201.1
,542,167563055,,yes,,,"POLYGON ((106.3235857 29.4216798, 106.3234981 29.4216512, 106.3236103 29.421326, 106.3236992 29.4213463, 106.3235857 29.4216798))",POINT (106.3235984 29.4215013),341.4,3674.5
,543,167563057,,yes,,,"POLYGON ((106.3183068 29.4161158, 106.3182753 29.4160371, 106.3181467 29.4160717, 106.3181987 29.4161432, 106.3183068 29.4161158))",POINT (106.3182315 29.4160908),109.6,1179.5
,544,167563059,,yes,,,"POLYGON ((106.3239803 29.421011, 106.3240222 29.4211248, 106.3239468 29.421145, 106.3238875 29.4210051, 106.3239803 29.421011))",POINT (106.3239574 29.4210708),118.7,1277.8
,545,167563060,,yes,,,"POLYGON ((106.323089 29.4139724, 106.3230155 29.4139707, 106.3230194 29.4140271, 106.323089 29.4140204, 106.323089 29.4139724))",POINT (106.3230522 29.4139975),40.3,433.8
,546,167563065,,yes,,,"POLYGON ((106.3247974 29.4209115, 106.324811 29.4206638, 106.3249251 29.4206604, 106.3249154 29.42093, 106.3247974 29.4209115))",POINT (106.324863 29.4207924),322.3,3469.4
,547,167563067,,yes,,,"POLYGON ((106.3245103 29.4199499, 106.3244008 29.4199546, 106.3244118 29.4204323, 106.3245403 29.4204347, 106.3245103 29.4199499))",POINT (106.3244662 29.4201992),615.8,6628.6
,548,167563070,,yes,,,"POLYGON ((106.3098845 29.4231646, 106.3099633 29.4231656, 106.3099652 29.4230452, 106.3098864 29.4230442, 106.3098845 29.4231646))",POINT (106.3099249 29.4231049),101.8,1095.3
,549,167563071,,yes,,,"POLYGON ((106.32498 29.4130546, 106.3249397 29.4131302, 106.3250012 29.413157, 106.3250436 29.4130879, 106.32498 29.4130546))",POINT (106.3249911 29.4131068),62.5,672.8
,550,167563072,,yes,,,"POLYGON ((106.3185146 29.4166101, 106.3184408 29.4165827, 106.3184818 29.4164898, 106.3185639 29.4165196, 106.3185146 29.4166101))",POINT (106.3185007 29.4165498),90.3,972.4
,551,167563074,,yes,,,"POLYGON ((106.3099094 29.4228783, 106.3099111 29.4227711, 106.3099858 29.422772, 106.309984 29.4228792, 106.3099634 29.422879, 106.3099094 29.4228783))",POINT (106.3099476 29.4228252),86.4,929.9
,552,167563075,,yes,,,"POLYGON ((106.3196811 29.4212974, 106.3196646 29.4213563, 106.3197642 29.4213791, 106.3197894 29.4212864, 106.3196946 29.4212578, 106.3196811 29.4212974))",POINT (106.3197272 29.4213199),109,1172.9
,553,167563077,,yes,,,"POLYGON ((106.309549 29.4229337, 106.30955 29.4228739, 106.3096589 29.4228752, 106.309658 29.422935, 106.3096508 29.4229349, 106.309549 29.4229337))",POINT (106.309604 29.4229045),69.3,746.4
,554,167563078,,yes,,,"POLYGON ((106.3201069 29.4245323, 106.3200951 29.4246481, 106.3207682 29.4247475, 106.3208011 29.4245403, 106.3203195 29.4244644, 106.3203021 29.4245571, 106.3201069 29.4245323))",POINT (106.3204796 29.4246062),1360.7,14646.2
,555,167563079,,yes,,,"POLYGON ((106.3183314 29.41641, 106.318423 29.4163814, 106.3183204 29.4161312, 106.3180811 29.4162003, 106.318129 29.4162909, 106.318252 29.416242, 106.3183314 29.41641))",POINT (106.3182726 29.4162544),437.5,4708.8
,556,167563080,,yes,,,"POLYGON ((106.3196037 29.4212435, 106.3195786 29.4213159, 106.3196414 29.4213235, 106.319654 29.4212932, 106.3196811 29.4212974, 106.3196946 29.4212578, 106.3196037 29.4212435))",POINT (106.3196328 29.4212824),63.3,680.8
,557,167563082,,yes,,,"POLYGON ((106.310018 29.4227724, 106.310019 29.4227114, 106.3098489 29.4227093, 106.3098479 29.4227704, 106.3099111 29.4227711, 106.3099858 29.422772, 106.310018 29.4227724))",POINT (106.3099334 29.4227409),110.9,1194
,558,167563083,,yes,,,"POLYGON ((106.3251494 29.4201938, 106.325192 29.4201904, 106.3251881 29.4201466, 106.3258244 29.4201079, 106.3259037 29.4209165, 106.3252365 29.4209738, 106.3251494 29.4201938))",POINT (106.3255272 29.4205371),5936.6,63900.5
,559,167563087,,yes,,,"POLYGON ((106.3211961 29.421082, 106.3210142 29.4211451, 106.3210662 29.421225, 106.3211933 29.4211809, 106.3211851 29.4211297, 106.3212248 29.4211178, 106.3211961 29.421082))",POINT (106.3211193 29.4211538),166.2,1789.4
,560,167563089,,yes,,,"POLYGON ((106.3244028 29.421262, 106.324399 29.421166, 106.3242645 29.4211759, 106.324267 29.4212344, 106.3243448 29.4212367, 106.3243468 29.4212671, 106.3244028 29.421262))",POINT (106.324341 29.4212106),111.7,1201.9
,561,167563091,,yes,,,"POLYGON ((106.3104583 29.4231594, 106.3104209 29.4231213, 106.3103649 29.423163, 106.3103218 29.4231191, 106.3104248 29.4230424, 106.3105053 29.4231245, 106.3104583 29.4231594))",POINT (106.3104142 29.4231084),117.5,1265.1
,562,167563100,,yes,,,"POLYGON ((106.3199791 29.424237, 106.3199307 29.4245099, 106.3201069 29.4245323, 106.3203021 29.4245571, 106.3203195 29.4244644, 106.3208011 29.4245403, 106.3208281 29.4243819, 106.3199791 29.424237))",POINT (106.3203303 29.4244099),1940.8,20890.1
,563,167563103,,yes,,,"POLYGON ((106.309658 29.422935, 106.3098882 29.4229378, 106.3098884 29.4229208, 106.3099627 29.4229218, 106.3099634 29.422879, 106.3099094 29.4228783, 106.3096589 29.4228752, 106.309658 29.422935))",POINT (106.3098021 29.4229053),182,1959.1
,564,167563104,,yes,,,"POLYGON ((106.3226009 29.4209678, 106.3224778 29.4209284, 106.3224354 29.421019, 106.3223793 29.4211679, 106.3223287 29.421312, 106.3223 29.4213906, 106.3224422 29.4214287, 106.3226009 29.4209678))",POINT (106.3224518 29.4211819),747.4,8044.7
,565,167563105,,yes,,,"POLYGON ((106.3242601 29.4210287, 106.3243007 29.4205773, 106.3226374 29.4204576, 106.3226123 29.4207306, 106.3236489 29.42099, 106.3238875 29.4210051, 106.3239803 29.421011, 106.3242601 29.4210287))",POINT (106.3235194 29.4207258),7149.3,76954.2
,566,167563106,,yes,,,"POLYGON ((106.3222398 29.4208796, 106.3220921 29.4208427, 106.3219431 29.421312, 106.3220662 29.4213454, 106.3220962 29.4212715, 106.3221578 29.4211119, 106.3221906 29.4210118, 106.3222398 29.4208796))",POINT (106.3220883 29.4210891),750.9,8082.9
,567,167563107,,yes,,,"POLYGON ((106.3187455 29.4209461, 106.3186856 29.4209967, 106.3187204 29.4210304, 106.3187146 29.4210725, 106.3188171 29.4211449, 106.3189003 29.4211769, 106.3189622 29.421123, 106.3187455 29.4209461))",POINT (106.3188158 29.4210697),304.6,3279
,568,167563112,,yes,,,"POLYGON ((106.3245305 29.4206049, 106.3244048 29.4206032, 106.3243932 29.4206402, 106.32437 29.4206419, 106.3243449 29.4209788, 106.3245151 29.4209906, 106.3245537 29.4206419, 106.3245267 29.4206335, 106.3245305 29.4206049))",POINT (106.324448 29.420797),707.8,7619.1
,569,167563114,,yes,,,"POLYGON ((106.3243017 29.4138089, 106.3242005 29.4137398, 106.3241266 29.4138172, 106.3241444 29.4139816, 106.323901 29.4139816, 106.3238832 29.4144617, 106.3239871 29.4144855, 106.3243947 29.4144736, 106.3243017 29.4138089))",POINT (106.3241396 29.4141889),2894.7,31158.8
,570,167563115,,yes,,,"POLYGON ((106.3099652 29.4230452, 106.3099661 29.4229897, 106.3100068 29.4229902, 106.3100079 29.4229223, 106.3099627 29.4229218, 106.3098884 29.4229208, 106.3098882 29.4229378, 106.3098879 29.4229559, 106.3098864 29.4230442, 106.3099652 29.4230452))",POINT (106.3099401 29.422977),134.3,1445.6
,571,167565661,,yes,,,"POLYGON ((106.3236444 29.4175957, 106.3236977 29.4175039, 106.3236799 29.4174885, 106.3237127 29.4173932, 106.3238987 29.417442, 106.3238782 29.4175135, 106.323937 29.4175444, 106.3239056 29.4175969, 106.3237866 29.4175492, 106.3237305 29.4176326, 106.3236444 29.4175957))",POINT (106.3237816 29.4175105),411,4424.4
,572,167565662,,yes,,,"POLYGON ((106.3222509 29.4182023, 106.3221813 29.4181416, 106.3222528 29.4180523, 106.322189 29.4180035, 106.3222567 29.4179395, 106.3226067 29.4182208, 106.3224888 29.4183556, 106.3223514 29.4182326, 106.3224037 29.418177, 106.3223398 29.4181265, 106.3222509 29.4182023))",POINT (106.322386 29.4181495),739.6,7960.9
,573,167565663,,yes,,,"POLYGON ((106.3264687 29.4148006, 106.3265054 29.4147871, 106.3265441 29.4147433, 106.3261302 29.4144637, 106.3259271 29.4146793, 106.3258711 29.4146507, 106.3258575 29.4146978, 106.3259001 29.4147282, 106.3258672 29.414772, 106.3259271 29.4147905, 106.3261167 29.4145866, 106.3264687 29.4148006))",POINT (106.3261933 29.4146462),791.8,8523.4
,574,167565664,,yes,,,"POLYGON ((106.3257749 29.4210908, 106.325537 29.4212374, 106.3255737 29.4212964, 106.3256453 29.4212644, 106.3258039 29.4214328, 106.325858 29.421389, 106.3257942 29.4213183, 106.3258445 29.4212879, 106.3258929 29.4213334, 106.3259683 29.4212745, 106.3258484 29.4211886, 106.3258755 29.4211633, 106.3257749 29.4210908))",POINT (106.3257594 29.4212466),679.4,7313.2
,575,167565665,,yes,,,"POLYGON ((106.3224689 29.4189803, 106.3225004 29.4189636, 106.3224252 29.4187742, 106.3225346 29.4187444, 106.3226043 29.4189553, 106.3227329 29.4189219, 106.3227643 29.4190208, 106.3227488 29.4190244, 106.3226847 29.4190391, 106.3226454 29.4190482, 106.322644 29.4190899, 106.3224922 29.419109, 106.3224689 29.4189803))",POINT (106.3225698 29.4189518),611.5,6581.6
,576,167565666,,yes,,,"POLYGON ((106.3233272 29.4183127, 106.3234858 29.418124, 106.3235535 29.4179236, 106.3235825 29.4179168, 106.3235902 29.4178966, 106.3236405 29.4179135, 106.3236444 29.4178831, 106.3245089 29.4180819, 106.3245044 29.4180957, 106.3244778 29.4181782, 106.3243213 29.4186631, 106.3236734 29.418466, 106.3233272 29.4183127))",POINT (106.3239546 29.4182519),5992.1,64498.8
,577,167565668,,yes,,,"POLYGON ((106.3287586 29.4272578, 106.3287654 29.4272352, 106.3287463 29.4272257, 106.3288379 29.4270398, 106.3287504 29.426991, 106.3287627 29.4269517, 106.3286724 29.4269088, 106.3288434 29.4266527, 106.3290171 29.4267087, 106.3288858 29.4268743, 106.3289172 29.4268993, 106.3288912 29.4269493, 106.3289542 29.4270029, 106.3289473 29.4271482, 106.3288324 29.4272947, 106.3287586 29.4272578))",POINT (106.328848 29.4269482),1085.6,11685.5
,578,167565669,,yes,,,"POLYGON ((106.3256522 29.4137274, 106.3253923 29.4136607, 106.3252364 29.4141039, 106.3250422 29.4140586, 106.3250149 29.4142206, 106.325045 29.4144708, 106.3250204 29.4145137, 106.3250176 29.4146256, 106.3252228 29.4151307, 106.3253021 29.4151045, 106.3254498 29.4152546, 106.3257383 29.4149032, 106.3256467 29.4148329, 106.3258573 29.4145244, 106.3256973 29.4144374, 106.3255893 29.4145673, 106.3255127 29.4145161, 106.3257561 29.4138215, 106.3256412 29.4137834, 106.3256522 29.4137274))",POINT (106.3253975 29.4144657),8395.1,90363.6
,579,167565670,,yes,,,"POLYGON ((106.322754 29.4236615, 106.3227663 29.4235269, 106.3232778 29.4235817, 106.3228528 29.4230727, 106.3228566 29.4230445, 106.3228326 29.4230412, 106.3227937 29.4229956, 106.3234009 29.4226288, 106.3240053 29.4233637, 106.3242173 29.4232172, 106.3237578 29.4226752, 106.3240614 29.4224787, 106.3247342 29.4232934, 106.324778 29.4232589, 106.3249941 29.4235329, 106.3249202 29.4235817, 106.324845 29.4237508, 106.3246426 29.4238986, 106.3245551 29.4237806, 106.3242966 29.4237556, 106.323978 29.4237902, 106.3239233 29.4238176, 106.322754 29.4236615))",POINT (106.3238605 29.4232896),17978.4,193517.3
,580,167565671,,yes,,,"POLYGON ((106.3284372 29.426424, 106.3283552 29.4263645, 106.3285056 29.4262311, 106.3285904 29.4263025, 106.3284372 29.426424))",POINT (106.3284732 29.4263292),221.2,2380.9
