name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
South Farmer Avenue,0,5590090,0,1,1,32.91,,,,residential,6,"LINESTRING (-111.9442627 33.4302000, -111.9442601 33.4299032)",walk;bike;auto,1,0,,
South Farmer Avenue,1,5590090,1,0,1,32.91,,,,residential,6,"LINESTRING (-111.9442601 33.4299032, -111.9442627 33.4302000)",walk;bike;auto,1,0,,
South Farmer Avenue,2,5590090,1,2,1,41.61,,,,residential,6,"LINESTRING (-111.9442601 33.4299032, -111.9442568 33.4295279)",walk;bike;auto,1,0,,
South Farmer Avenue,3,5590090,2,1,1,41.61,,,,residential,6,"LINESTRING (-111.9442568 33.4295279, -111.9442601 33.4299032)",walk;bike;auto,1,0,,
South Farmer Avenue,4,5590090,2,3,1,1.37,,,,residential,6,"LINESTRING (-111.9442568 33.4295279, -111.9442567 33.4295155)",walk;bike;auto,1,0,,
South Farmer Avenue,5,5590090,3,2,1,1.37,,,,residential,6,"LINESTRING (-111.9442567 33.4295155, -111.9442568 33.4295279)",walk;bike;auto,1,0,,
East 6th Street,6,5591077,4,5,1,6.47,,,,residential,6,"LINESTRING (-111.9304264 33.4231268, -111.9304120 33.4231839)",walk;bike;auto,1,0,,
East 6th Street,7,5591077,5,4,1,6.47,,,,residential,6,"LINESTRING (-111.9304120 33.4231839, -111.9304264 33.4231268)",walk;bike;auto,1,0,,
East 6th Street,8,5591077,5,6,1,4.97,,,,residential,6,"LINESTRING (-111.9304120 33.4231839, -111.9304005 33.4232277)",walk;bike;auto,1,0,,
East 6th Street,9,5591077,6,5,1,4.97,,,,residential,6,"LINESTRING (-111.9304005 33.4232277, -111.9304120 33.4231839)",walk;bike;auto,1,0,,
East 6th Street,10,5591077,6,7,1,7.55,,,,residential,6,"LINESTRING (-111.9304005 33.4232277, -111.9303882 33.4232950)",walk;bike;auto,1,0,,
East 6th Street,11,5591077,7,6,1,7.55,,,,residential,6,"LINESTRING (-111.9303882 33.4232950, -111.9304005 33.4232277)",walk;bike;auto,1,0,,
East 6th Street,12,5591077,7,8,1,184.18,,,,residential,6,"LINESTRING (-111.9303882 33.4232950, -111.9303108 33.4236887, -111.9302973 33.4237531, -111.9302813 33.4238045, -111.9302430 33.4238667, -111.9302129 33.4238974, -111.9301639 33.4239305, -111.9301123 33.4239534, -111.9296860 33.4241011, -111.9296630 33.4241090, -111.9292198 33.4242567, -111.9290798 33.4242989)",walk;bike;auto,1,0,,
East 6th Street,13,5591077,8,7,1,184.18,,,,residential,6,"LINESTRING (-111.9290798 33.4242989, -111.9292198 33.4242567, -111.9296630 33.4241090, -111.9296860 33.4241011, -111.9301123 33.4239534, -111.9301639 33.4239305, -111.9302129 33.4238974, -111.9302430 33.4238667, -111.9302813 33.4238045, -111.9302973 33.4237531, -111.9303108 33.4236887, -111.9303882 33.4232950)",walk;bike;auto,1,0,,
West 6th Street,14,5591085,9,10,1,51.89,1,40,,residential,6,"LINESTRING (-111.9412665 33.4243385, -111.9407083 33.4243409)",walk;bike;auto,1,0,,
West 6th Street,15,5591085,10,9,1,51.89,1,40,,residential,6,"LINESTRING (-111.9407083 33.4243409, -111.9412665 33.4243385)",walk;bike;auto,1,0,,
West 6th Street,16,5591085,10,2605,1,58.54,1,40,,residential,6,"LINESTRING (-111.9407083 33.4243409, -111.9400786 33.4243437)",walk;bike;auto,1,0,,
West 6th Street,17,5591085,2605,10,1,58.54,1,40,,residential,6,"LINESTRING (-111.9400786 33.4243437, -111.9407083 33.4243409)",walk;bike;auto,1,0,,
East 6th Street,18,5591100,12,13,1,7.67,1,40,,residential,6,"LINESTRING (-111.9376334 33.4243567, -111.9375509 33.4243581)",walk;bike;auto,1,0,,
East 6th Street,19,5591100,13,12,1,7.67,1,40,,residential,6,"LINESTRING (-111.9375509 33.4243581, -111.9376334 33.4243567)",walk;bike;auto,1,0,,
East 6th Street,20,5591100,13,14,1,17.92,1,40,,residential,6,"LINESTRING (-111.9375509 33.4243581, -111.9373581 33.4243583)",walk;bike;auto,1,0,,
East 6th Street,21,5591100,14,13,1,17.92,1,40,,residential,6,"LINESTRING (-111.9373581 33.4243583, -111.9375509 33.4243581)",walk;bike;auto,1,0,,
East 6th Street,22,5591100,14,15,1,55.86,1,40,,residential,6,"LINESTRING (-111.9373581 33.4243583, -111.9367572 33.4243590)",walk;bike;auto,1,0,,
East 6th Street,23,5591100,15,14,1,55.86,1,40,,residential,6,"LINESTRING (-111.9367572 33.4243590, -111.9373581 33.4243583)",walk;bike;auto,1,0,,
East 6th Street,24,5591100,15,16,1,8.48,1,40,,residential,6,"LINESTRING (-111.9367572 33.4243590, -111.9366660 33.4243591)",walk;bike;auto,1,0,,
East 6th Street,25,5591100,16,15,1,8.48,1,40,,residential,6,"LINESTRING (-111.9366660 33.4243591, -111.9367572 33.4243590)",walk;bike;auto,1,0,,
East 6th Street,26,5591100,16,17,1,9.81,1,40,,residential,6,"LINESTRING (-111.9366660 33.4243591, -111.9365605 33.4243597)",walk;bike;auto,1,0,,
East 6th Street,27,5591100,17,16,1,9.81,1,40,,residential,6,"LINESTRING (-111.9365605 33.4243597, -111.9366660 33.4243591)",walk;bike;auto,1,0,,
East 6th Street,28,5591100,17,18,1,30.37,1,40,,residential,6,"LINESTRING (-111.9365605 33.4243597, -111.9362338 33.4243617)",walk;bike;auto,1,0,,
East 6th Street,29,5591100,18,17,1,30.37,1,40,,residential,6,"LINESTRING (-111.9362338 33.4243617, -111.9365605 33.4243597)",walk;bike;auto,1,0,,
East 6th Street,30,5591100,18,19,1,35.11,1,40,,residential,6,"LINESTRING (-111.9362338 33.4243617, -111.9358561 33.4243639)",walk;bike;auto,1,0,,
East 6th Street,31,5591100,19,18,1,35.11,1,40,,residential,6,"LINESTRING (-111.9358561 33.4243639, -111.9362338 33.4243617)",walk;bike;auto,1,0,,
East 6th Street,32,5591100,19,20,1,32.38,1,40,,residential,6,"LINESTRING (-111.9358561 33.4243639, -111.9355078 33.4243660)",walk;bike;auto,1,0,,
East 6th Street,33,5591100,20,19,1,32.38,1,40,,residential,6,"LINESTRING (-111.9355078 33.4243660, -111.9358561 33.4243639)",walk;bike;auto,1,0,,
East 6th Street,34,5591100,20,21,1,10.85,1,40,,residential,6,"LINESTRING (-111.9355078 33.4243660, -111.9353948 33.4243414)",walk;bike;auto,1,0,,
East 6th Street,35,5591100,21,20,1,10.85,1,40,,residential,6,"LINESTRING (-111.9353948 33.4243414, -111.9355078 33.4243660)",walk;bike;auto,1,0,,
East 6th Street,36,5591100,21,22,1,27.81,1,40,,residential,6,"LINESTRING (-111.9353948 33.4243414, -111.9353091 33.4243324, -111.9350964 33.4243366)",walk;bike;auto,1,0,,
East 6th Street,37,5591100,22,21,1,27.81,1,40,,residential,6,"LINESTRING (-111.9350964 33.4243366, -111.9353091 33.4243324, -111.9353948 33.4243414)",walk;bike;auto,1,0,,
East 6th Street,38,5591100,22,23,1,10.74,1,40,,residential,6,"LINESTRING (-111.9350964 33.4243366, -111.9349809 33.4243346)",walk;bike;auto,1,0,,
East 6th Street,39,5591100,23,22,1,10.74,1,40,,residential,6,"LINESTRING (-111.9349809 33.4243346, -111.9350964 33.4243366)",walk;bike;auto,1,0,,
South Maple Avenue,40,5591429,24,25,1,67.14,,,,residential,6,"LINESTRING (-111.9412608 33.4219305, -111.9412432 33.4213251)",walk;bike;auto,1,0,,
South Maple Avenue,41,5591429,25,24,1,67.14,,,,residential,6,"LINESTRING (-111.9412432 33.4213251, -111.9412608 33.4219305)",walk;bike;auto,1,0,,
South Maple Avenue,42,5591429,25,26,1,4.13,,,,residential,6,"LINESTRING (-111.9412432 33.4213251, -111.9412418 33.4212879)",walk;bike;auto,1,0,,
South Maple Avenue,43,5591429,26,25,1,4.13,,,,residential,6,"LINESTRING (-111.9412418 33.4212879, -111.9412432 33.4213251)",walk;bike;auto,1,0,,
South Maple Avenue,44,5591429,26,27,1,6.46,,,,residential,6,"LINESTRING (-111.9412418 33.4212879, -111.9412404 33.4212296)",walk;bike;auto,1,0,,
South Maple Avenue,45,5591429,27,26,1,6.46,,,,residential,6,"LINESTRING (-111.9412404 33.4212296, -111.9412418 33.4212879)",walk;bike;auto,1,0,,
South Maple Avenue,46,5591429,27,28,1,3.3,,,,residential,6,"LINESTRING (-111.9412404 33.4212296, -111.9412399 33.4211998)",walk;bike;auto,1,0,,
South Maple Avenue,47,5591429,28,27,1,3.3,,,,residential,6,"LINESTRING (-111.9412399 33.4211998, -111.9412404 33.4212296)",walk;bike;auto,1,0,,
South Maple Avenue,48,5591429,28,29,1,75.12,,,,residential,6,"LINESTRING (-111.9412399 33.4211998, -111.9412309 33.4205714, -111.9412300 33.4205223)",walk;bike;auto,1,0,,
South Maple Avenue,49,5591429,29,28,1,75.12,,,,residential,6,"LINESTRING (-111.9412300 33.4205223, -111.9412309 33.4205714, -111.9412399 33.4211998)",walk;bike;auto,1,0,,
South Ash Avenue,50,5594960,30,31,1,87.37,1,,,residential,6,"LINESTRING (-111.9424473 33.4150000, -111.9424521 33.4157344, -111.9424522 33.4157881)",walk;bike;auto,1,0,,
South Ash Avenue,51,5594960,31,30,1,87.37,1,,,residential,6,"LINESTRING (-111.9424522 33.4157881, -111.9424521 33.4157344, -111.9424473 33.4150000)",walk;bike;auto,1,0,,
South Ash Avenue,52,5594960,31,32,1,21.06,1,,,residential,6,"LINESTRING (-111.9424522 33.4157881, -111.9424525 33.4159781)",walk;bike;auto,1,0,,
South Ash Avenue,53,5594960,32,31,1,21.06,1,,,residential,6,"LINESTRING (-111.9424525 33.4159781, -111.9424522 33.4157881)",walk;bike;auto,1,0,,
South Ash Avenue,54,5594960,32,33,1,20.52,1,,,residential,6,"LINESTRING (-111.9424525 33.4159781, -111.9424526 33.4160145, -111.9424528 33.4161632)",walk;bike;auto,1,0,,
South Ash Avenue,55,5594960,33,32,1,20.52,1,,,residential,6,"LINESTRING (-111.9424528 33.4161632, -111.9424526 33.4160145, -111.9424525 33.4159781)",walk;bike;auto,1,0,,
South Ash Avenue,56,5594960,33,34,1,3.02,1,,,residential,6,"LINESTRING (-111.9424528 33.4161632, -111.9424528 33.4161904)",walk;bike;auto,1,0,,
South Ash Avenue,57,5594960,34,33,1,3.02,1,,,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9424528 33.4161632)",walk;bike;auto,1,0,,
South Ash Avenue,58,5594960,34,35,1,79.03,1,,,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9424497 33.4169032)",walk;bike;auto,1,0,,
South Ash Avenue,59,5594960,35,34,1,79.03,1,,,residential,6,"LINESTRING (-111.9424497 33.4169032, -111.9424528 33.4161904)",walk;bike;auto,1,0,,
South Ash Avenue,60,5594960,35,36,1,79.28,1,,,residential,6,"LINESTRING (-111.9424497 33.4169032, -111.9424492 33.4170136, -111.9424525 33.4176183)",walk;bike;auto,1,0,,
South Ash Avenue,61,5594960,36,35,1,79.28,1,,,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9424492 33.4170136, -111.9424497 33.4169032)",walk;bike;auto,1,0,,
South Ash Avenue,62,5594960,36,37,1,9.1,1,,,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9424524 33.4177004)",walk;bike;auto,1,0,,
South Ash Avenue,63,5594960,37,36,1,9.1,1,,,residential,6,"LINESTRING (-111.9424524 33.4177004, -111.9424525 33.4176183)",walk;bike;auto,1,0,,
South Ash Avenue,64,5594960,37,38,1,77.88,1,,,residential,6,"LINESTRING (-111.9424524 33.4177004, -111.9424519 33.4183184, -111.9424528 33.4184029)",walk;bike;auto,1,0,,
South Ash Avenue,65,5594960,38,37,1,77.88,1,,,residential,6,"LINESTRING (-111.9424528 33.4184029, -111.9424519 33.4183184, -111.9424524 33.4177004)",walk;bike;auto,1,0,,
South Ash Avenue,66,5594960,38,39,1,73.2,1,,,residential,6,"LINESTRING (-111.9424528 33.4184029, -111.9424582 33.4189409, -111.9424489 33.4189802, -111.9424268 33.4190138, -111.9423945 33.4190482)",walk;bike;auto,1,0,,
South Ash Avenue,67,5594960,39,38,1,73.2,1,,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9424268 33.4190138, -111.9424489 33.4189802, -111.9424582 33.4189409, -111.9424528 33.4184029)",walk;bike;auto,1,0,,
South Ash Avenue,68,5594960,39,40,1,63.01,1,,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9423684 33.4190899, -111.9423603 33.4191344, -111.9423658 33.4196106)",walk;bike;auto,1,0,,
South Ash Avenue,69,5594960,40,39,1,63.01,1,,,residential,6,"LINESTRING (-111.9423658 33.4196106, -111.9423603 33.4191344, -111.9423684 33.4190899, -111.9423945 33.4190482)",walk;bike;auto,1,0,,
South Ash Avenue,70,5594960,40,41,1,90.99,1,,,residential,6,"LINESTRING (-111.9423658 33.4196106, -111.9423680 33.4197262, -111.9423734 33.4204313)",walk;bike;auto,1,0,,
South Ash Avenue,71,5594960,41,40,1,90.99,1,,,residential,6,"LINESTRING (-111.9423734 33.4204313, -111.9423680 33.4197262, -111.9423658 33.4196106)",walk;bike;auto,1,0,,
East Apache Boulevard,72,5602753,42,43,1,8.7,2,,,primary,3,"LINESTRING (-111.9395884 33.4159654, -111.9395362 33.4159003)",walk;bike;auto,0,0,,
East Apache Boulevard,73,5602753,43,44,1,143.72,2,,,primary,3,"LINESTRING (-111.9395362 33.4159003, -111.9394011 33.4157327, -111.9392425 33.4155500, -111.9389322 33.4153003, -111.9388168 33.4152112, -111.9386707 33.4151129, -111.9384473 33.4150000)",walk;bike;auto,0,0,,
West 4th Street,76,5603481,2606,47,1,65.11,1,40,,residential,6,"LINESTRING (-111.9400776 33.4264624, -111.9407780 33.4264585)",walk;bike;auto,1,0,,
West 4th Street,77,5603481,47,2606,1,65.11,1,40,,residential,6,"LINESTRING (-111.9407780 33.4264585, -111.9400776 33.4264624)",walk;bike;auto,1,0,,
South Mill Avenue,78,5607328,2607,49,1,73.9,3,48,,primary,3,"LINESTRING (-111.9400803 33.4219289, -111.9400874 33.4217822, -111.9400779 33.4214219, -111.9400726 33.4212626)",walk;bike;auto,0,0,,
South Mill Avenue,79,5607328,49,50,1,37.84,3,48,,primary,3,"LINESTRING (-111.9400726 33.4212626, -111.9400612 33.4209214)",walk;bike;auto,0,0,,
South Mill Avenue,80,5607328,50,51,1,47.45,3,48,,primary,3,"LINESTRING (-111.9400612 33.4209214, -111.9400495 33.4205725, -111.9400474 33.4204936)",walk;bike;auto,0,0,,
West 10th Street,81,5608312,52,53,1,70.1,,,,residential,6,"LINESTRING (-111.9442460 33.4194019, -111.9450000 33.4194026)",walk;bike;auto,1,0,,
West 10th Street,82,5608312,53,52,1,70.1,,,,residential,6,"LINESTRING (-111.9450000 33.4194026, -111.9442460 33.4194019)",walk;bike;auto,1,0,,
West 10th Street,83,5608313,54,55,1,40.3,,,,residential,6,"LINESTRING (-111.9400280 33.4190552, -111.9401135 33.4190540, -111.9403101 33.4190557, -111.9404614 33.4190531)",walk;bike;auto,1,0,,
West 10th Street,84,5608313,55,54,1,40.3,,,,residential,6,"LINESTRING (-111.9404614 33.4190531, -111.9403101 33.4190557, -111.9401135 33.4190540, -111.9400280 33.4190552)",walk;bike;auto,1,0,,
West 10th Street,85,5608313,55,56,1,2.47,,,,residential,6,"LINESTRING (-111.9404614 33.4190531, -111.9404880 33.4190526)",walk;bike;auto,1,0,,
West 10th Street,86,5608313,56,55,1,2.47,,,,residential,6,"LINESTRING (-111.9404880 33.4190526, -111.9404614 33.4190531)",walk;bike;auto,1,0,,
West 10th Street,87,5608313,56,57,1,10.16,,,,residential,6,"LINESTRING (-111.9404880 33.4190526, -111.9405973 33.4190507)",walk;bike;auto,1,0,,
West 10th Street,88,5608313,57,56,1,10.16,,,,residential,6,"LINESTRING (-111.9405973 33.4190507, -111.9404880 33.4190526)",walk;bike;auto,1,0,,
West 10th Street,89,5608313,57,58,1,59.52,,,,residential,6,"LINESTRING (-111.9405973 33.4190507, -111.9412375 33.4190521)",walk;bike;auto,1,0,,
West 10th Street,90,5608313,58,57,1,59.52,,,,residential,6,"LINESTRING (-111.9412375 33.4190521, -111.9405973 33.4190507)",walk;bike;auto,1,0,,
West 10th Street,91,5608313,58,59,1,50.38,,,,residential,6,"LINESTRING (-111.9412375 33.4190521, -111.9417794 33.4190532)",walk;bike;auto,1,0,,
West 10th Street,92,5608313,59,58,1,50.38,,,,residential,6,"LINESTRING (-111.9417794 33.4190532, -111.9412375 33.4190521)",walk;bike;auto,1,0,,
West 10th Street,93,5608313,59,60,1,5.98,,,,residential,6,"LINESTRING (-111.9417794 33.4190532, -111.9418437 33.4190521)",walk;bike;auto,1,0,,
West 10th Street,94,5608313,60,59,1,5.98,,,,residential,6,"LINESTRING (-111.9418437 33.4190521, -111.9417794 33.4190532)",walk;bike;auto,1,0,,
West 10th Street,95,5608313,60,39,1,51.21,,,,residential,6,"LINESTRING (-111.9418437 33.4190521, -111.9423945 33.4190482)",walk;bike;auto,1,0,,
West 10th Street,96,5608313,39,60,1,51.21,,,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9418437 33.4190521)",walk;bike;auto,1,0,,
West 10th Street,97,5608313,39,61,1,109.96,,,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9432482 33.4190383, -111.9433085 33.4190348, -111.9433719 33.4190264, -111.9434306 33.4190141, -111.9434766 33.4190015, -111.9435652 33.4189718)",walk;bike;auto,1,0,,
West 10th Street,98,5608313,61,39,1,109.96,,,,residential,6,"LINESTRING (-111.9435652 33.4189718, -111.9434766 33.4190015, -111.9434306 33.4190141, -111.9433719 33.4190264, -111.9433085 33.4190348, -111.9432482 33.4190383, -111.9423945 33.4190482)",walk;bike;auto,1,0,,
West 10th Street,99,5608313,61,62,1,64.01,,,,residential,6,"LINESTRING (-111.9435652 33.4189718, -111.9436258 33.4189528, -111.9436632 33.4189424, -111.9436854 33.4189363, -111.9437511 33.4189279, -111.9438168 33.4189228, -111.9438840 33.4189205, -111.9442453 33.4189174)",walk;bike;auto,1,0,,
West 10th Street,100,5608313,62,61,1,64.01,,,,residential,6,"LINESTRING (-111.9442453 33.4189174, -111.9438840 33.4189205, -111.9438168 33.4189228, -111.9437511 33.4189279, -111.9436854 33.4189363, -111.9436632 33.4189424, -111.9436258 33.4189528, -111.9435652 33.4189718)",walk;bike;auto,1,0,,
East University Drive,101,5614812,2608,64,1,7.97,2,56,,secondary,4,"LINESTRING (-111.9381462 33.4218977, -111.9380605 33.4218977)",walk;bike;auto,0,0,,
East University Drive,102,5614812,64,65,1,121.16,2,56,,secondary,4,"LINESTRING (-111.9380605 33.4218977, -111.9367573 33.4219048)",walk;bike;auto,0,0,,
East University Drive,103,5614812,65,2609,1,8.81,2,56,,secondary,4,"LINESTRING (-111.9367573 33.4219048, -111.9366625 33.4219038)",walk;bike;auto,0,0,,
East University Drive,104,5614812,2609,67,1,9.27,2,56,,secondary,4,"LINESTRING (-111.9366625 33.4219038, -111.9365628 33.4219033)",walk;bike;auto,0,0,,
East University Drive,105,5614812,67,68,1,66.57,2,56,,secondary,4,"LINESTRING (-111.9365628 33.4219033, -111.9358468 33.4219032)",walk;bike;auto,0,0,,
East University Drive,106,5614812,68,69,1,18.15,2,56,,secondary,4,"LINESTRING (-111.9358468 33.4219032, -111.9356516 33.4219032)",walk;bike;auto,0,0,,
East University Drive,107,5614812,69,70,1,54.93,2,56,,secondary,4,"LINESTRING (-111.9356516 33.4219032, -111.9352555 33.4219032, -111.9350608 33.4218992)",walk;bike;auto,0,0,,
East University Drive,108,5614812,70,2610,1,10.44,2,56,,secondary,4,"LINESTRING (-111.9350608 33.4218992, -111.9349485 33.4218970)",walk;bike;auto,0,0,,
East 3rd Street,109,5615753,72,73,1,20.18,1,,,unclassified,15,"LINESTRING (-111.9395019 33.4273825, -111.9397190 33.4273828)",walk;bike;auto,1,0,,
East 3rd Street,110,5615753,73,72,1,20.18,1,,,unclassified,15,"LINESTRING (-111.9397190 33.4273828, -111.9395019 33.4273825)",walk;bike;auto,1,0,,
East 3rd Street,111,5615753,73,74,1,11.3,1,,,unclassified,15,"LINESTRING (-111.9397190 33.4273828, -111.9398405 33.4273840)",walk;bike;auto,1,0,,
East 3rd Street,112,5615753,74,73,1,11.3,1,,,unclassified,15,"LINESTRING (-111.9398405 33.4273840, -111.9397190 33.4273828)",walk;bike;auto,1,0,,
East 3rd Street,113,5615753,74,2611,1,11.42,1,,,unclassified,15,"LINESTRING (-111.9398405 33.4273840, -111.9398764 33.4273843, -111.9399633 33.4273851)",walk;bike;auto,1,0,,
East 3rd Street,114,5615753,2611,74,1,11.42,1,,,unclassified,15,"LINESTRING (-111.9399633 33.4273851, -111.9398764 33.4273843, -111.9398405 33.4273840)",walk;bike;auto,1,0,,
West 7th Street,115,5617602,76,77,1,48.68,1,40,,residential,6,"LINESTRING (-111.9442993 33.4231771, -111.9448229 33.4231773)",walk;bike;auto,1,0,,
West 7th Street,116,5617602,77,76,1,48.68,1,40,,residential,6,"LINESTRING (-111.9448229 33.4231773, -111.9442993 33.4231771)",walk;bike;auto,1,0,,
West 7th Street,117,5617602,77,78,1,16.46,1,40,,residential,6,"LINESTRING (-111.9448229 33.4231773, -111.9450000 33.4231773)",walk;bike;auto,1,0,,
West 7th Street,118,5617602,78,77,1,16.46,1,40,,residential,6,"LINESTRING (-111.9450000 33.4231773, -111.9448229 33.4231773)",walk;bike;auto,1,0,,
East 5th Street,119,5619424,79,80,1,11.94,1,48,,tertiary,5,"LINESTRING (-111.9394161 33.4254973, -111.9392877 33.4254971)",walk;bike;auto,1,0,,
East 5th Street,120,5619424,80,79,1,11.94,1,48,,tertiary,5,"LINESTRING (-111.9392877 33.4254971, -111.9394161 33.4254973)",walk;bike;auto,1,0,,
East 5th Street,121,5619424,80,81,1,22.79,1,48,,tertiary,5,"LINESTRING (-111.9392877 33.4254971, -111.9390426 33.4254967)",walk;bike;auto,1,0,,
East 5th Street,122,5619424,81,80,1,22.79,1,48,,tertiary,5,"LINESTRING (-111.9390426 33.4254967, -111.9392877 33.4254971)",walk;bike;auto,1,0,,
East 5th Street,123,5619424,81,82,1,19.13,1,48,,tertiary,5,"LINESTRING (-111.9390426 33.4254967, -111.9388368 33.4254969)",walk;bike;auto,1,0,,
East 5th Street,124,5619424,82,81,1,19.13,1,48,,tertiary,5,"LINESTRING (-111.9388368 33.4254969, -111.9390426 33.4254967)",walk;bike;auto,1,0,,
East 5th Street,125,5619424,82,83,1,52.24,1,48,,tertiary,5,"LINESTRING (-111.9388368 33.4254969, -111.9382883 33.4254956, -111.9382749 33.4254956)",walk;bike;auto,1,0,,
East 5th Street,126,5619424,83,82,1,52.24,1,48,,tertiary,5,"LINESTRING (-111.9382749 33.4254956, -111.9382883 33.4254956, -111.9388368 33.4254969)",walk;bike;auto,1,0,,
East 5th Street,127,5619424,83,84,1,10.59,1,48,,tertiary,5,"LINESTRING (-111.9382749 33.4254956, -111.9381610 33.4254954)",walk;bike;auto,1,0,,
East 5th Street,128,5619424,84,83,1,10.59,1,48,,tertiary,5,"LINESTRING (-111.9381610 33.4254954, -111.9382749 33.4254956)",walk;bike;auto,1,0,,
East 5th Street,129,5619424,84,85,1,129.21,1,48,,tertiary,5,"LINESTRING (-111.9381610 33.4254954, -111.9380281 33.4254952, -111.9367711 33.4254993)",walk;bike;auto,1,0,,
East 5th Street,130,5619424,85,84,1,129.21,1,48,,tertiary,5,"LINESTRING (-111.9367711 33.4254993, -111.9380281 33.4254952, -111.9381610 33.4254954)",walk;bike;auto,1,0,,
East 5th Street,131,5619424,85,86,1,9.18,1,48,,tertiary,5,"LINESTRING (-111.9367711 33.4254993, -111.9366724 33.4254992)",walk;bike;auto,1,0,,
East 5th Street,132,5619424,86,85,1,9.18,1,48,,tertiary,5,"LINESTRING (-111.9366724 33.4254992, -111.9367711 33.4254993)",walk;bike;auto,1,0,,
South McAllister Avenue,133,5624529,87,88,1,169.94,1,,,tertiary,5,"LINESTRING (-111.9288440 33.4180457, -111.9288373 33.4178241, -111.9288318 33.4176416, -111.9288935 33.4173718, -111.9290271 33.4170735, -111.9292471 33.4167849, -111.9294043 33.4166443)",walk;bike;auto,1,0,,
South McAllister Avenue,134,5624529,88,87,1,169.94,1,,,tertiary,5,"LINESTRING (-111.9294043 33.4166443, -111.9292471 33.4167849, -111.9290271 33.4170735, -111.9288935 33.4173718, -111.9288318 33.4176416, -111.9288373 33.4178241, -111.9288440 33.4180457)",walk;bike;auto,1,0,,
South Packard Drive,135,5630444,8,89,1,10.54,,,,unclassified,15,"LINESTRING (-111.9290798 33.4242989, -111.9291154 33.4243892)",walk;bike;auto,1,0,,
South Packard Drive,136,5630444,89,8,1,10.54,,,,unclassified,15,"LINESTRING (-111.9291154 33.4243892, -111.9290798 33.4242989)",walk;bike;auto,1,0,,
South Packard Drive,137,5630444,89,90,1,48.28,,,,unclassified,15,"LINESTRING (-111.9291154 33.4243892, -111.9292331 33.4246528, -111.9292598 33.4248052)",walk;bike;auto,1,0,,
South Packard Drive,138,5630444,90,89,1,48.28,,,,unclassified,15,"LINESTRING (-111.9292598 33.4248052, -111.9292331 33.4246528, -111.9291154 33.4243892)",walk;bike;auto,1,0,,
South Packard Drive,139,5630444,90,91,1,9.75,,,,unclassified,15,"LINESTRING (-111.9292598 33.4248052, -111.9292600 33.4248931)",walk;bike;auto,1,0,,
South Packard Drive,140,5630444,91,90,1,9.75,,,,unclassified,15,"LINESTRING (-111.9292600 33.4248931, -111.9292598 33.4248052)",walk;bike;auto,1,0,,
South Packard Drive,141,5630444,91,92,1,6.49,,,,unclassified,15,"LINESTRING (-111.9292600 33.4248931, -111.9292601 33.4249516)",walk;bike;auto,1,0,,
South Packard Drive,142,5630444,92,91,1,6.49,,,,unclassified,15,"LINESTRING (-111.9292601 33.4249516, -111.9292600 33.4248931)",walk;bike;auto,1,0,,
South Packard Drive,143,5630444,92,93,1,195.1,,,,unclassified,15,"LINESTRING (-111.9292601 33.4249516, -111.9292820 33.4267113)",walk;bike;auto,1,0,,
South Packard Drive,144,5630444,93,92,1,195.1,,,,unclassified,15,"LINESTRING (-111.9292820 33.4267113, -111.9292601 33.4249516)",walk;bike;auto,1,0,,
South Packard Drive,145,5630444,93,94,1,68.23,,,,unclassified,15,"LINESTRING (-111.9292820 33.4267113, -111.9292920 33.4273267)",walk;bike;auto,1,0,,
South Packard Drive,146,5630444,94,93,1,68.23,,,,unclassified,15,"LINESTRING (-111.9292920 33.4273267, -111.9292820 33.4267113)",walk;bike;auto,1,0,,
South Packard Drive,147,5630444,94,95,1,72.39,,,,unclassified,15,"LINESTRING (-111.9292920 33.4273267, -111.9293027 33.4279796)",walk;bike;auto,1,0,,
South Packard Drive,148,5630444,95,94,1,72.39,,,,unclassified,15,"LINESTRING (-111.9293027 33.4279796, -111.9292920 33.4273267)",walk;bike;auto,1,0,,
South Packard Drive,149,5630444,95,96,1,62.4,,,,unclassified,15,"LINESTRING (-111.9293027 33.4279796, -111.9293051 33.4285424)",walk;bike;auto,1,0,,
South Packard Drive,150,5630444,96,95,1,62.4,,,,unclassified,15,"LINESTRING (-111.9293051 33.4285424, -111.9293027 33.4279796)",walk;bike;auto,1,0,,
South Packard Drive,151,5630444,96,2612,1,12.11,,,,unclassified,15,"LINESTRING (-111.9293051 33.4285424, -111.9293052 33.4285703, -111.9293057 33.4286516)",walk;bike;auto,1,0,,
South Packard Drive,152,5630444,2612,96,1,12.11,,,,unclassified,15,"LINESTRING (-111.9293057 33.4286516, -111.9293052 33.4285703, -111.9293051 33.4285424)",walk;bike;auto,1,0,,
