geometry,TAZ,x_coord,y_coord,COUNT,FIRST_COUN
"MULTIPOLYGON (((-122.432864236737 37.7415607065706,-122.431864223727 37.7416606956173,-122.431564243647 37.7402607482926,-122.431264241844 37.7401607500756,-122.432564265284 37.7396607788952,-122.432064266156 37.7392607909956,-122.429864248591 37.7387607948141,-122.429864253506 37.7384608065312,-122.429611254352 37.7382258138913,-122.429852259474 37.7380878210132,-122.430264269753 37.7377608367541,-122.430664277834 37.7375608474557,-122.432364318339 37.7363609067253,-122.433664346055 37.7356609436341,-122.433864348512 37.7356609450943,-122.434577347759 37.736215928507,-122.435664346386 37.7370609031952,-122.435664339462 37.7374608874693,-122.435564327885 37.7380608631611,-122.43716436272 37.7371609101151,-122.43756437106 37.7369609208886,-122.438564381358 37.7370609241874,-122.438364368301 37.7376608990788,-122.437964363515 37.737660896194,-122.438264356468 37.7382608746994,-122.437864348188 37.7384608639428,-122.437364336996 37.7387608485375,-122.436564308366 37.7398607995167,-122.436764277463 37.7417607261487,-122.436364271197 37.7418607194022,-122.436164253287 37.7427606825938,-122.436264250921 37.7429606754241,-122.43556424141 37.7430606666095,-122.434064224761 37.7430606561515,-122.4340642367 37.7423606836221,-122.434064246933 37.7417607071683,-122.432864236737 37.7415607065706)))",100891,-122.4341967,37.73918917,1,6075
"MULTIPOLYGON (((-122.440964453864 37.7346620364414,-122.440664439282 37.7352610105551,-122.440764433266 37.7356609954704,-122.440564407286 37.736960942618,-122.44056439281 37.7377609109919,-122.439364380264 37.7376609062908,-122.43896438083 37.7373609152444,-122.438564381358 37.7370609241874,-122.43756437106 37.7369609208886,-122.43716436272 37.7371609101151,-122.435564327885 37.7380608631611,-122.435664339462 37.7374608874693,-122.435664346386 37.7370609031952,-122.435264360534 37.7359609435265,-122.436064380748 37.735360972956,-122.436564400877 37.7345610080969,-122.43676441909 37.7336620449548,-122.437764428164 37.7338620444629,-122.438664437698 37.7339620471609,-122.439364442906 37.7341620444285,-122.440164449319 37.7343620424196,-122.440964453864 37.7346620364414)))",100892,-122.4382148,37.73580759,1,6075
"MULTIPOLYGON (((-122.440564407286 37.736960942618,-122.440764433266 37.7356609954704,-122.440664439282 37.7352610105551,-122.440964453864 37.7346620364414,-122.44166445892 37.7348620336668,-122.44198045489 37.7352960188007,-122.442277454496 37.7355170122203,-122.442964458442 37.7357610075685,-122.443431466156 37.7356540152195,-122.444264479977 37.7354620289232,-122.444764480504 37.7357620206623,-122.44416446196 37.7363609925087,-122.443264434331 37.7372609502786,-122.443964420384 37.7384609077191,-122.444664406167 37.7396608650849,-122.446764405805 37.7409608282929,-122.44717539162 37.7419467919279,-122.447264388522 37.7421607840292,-122.450664403096 37.7433607598922,-122.452564384063 37.745360692982,-122.451564363405 37.7458606661015,-122.449464337133 37.746060643736,-122.44866432476 37.7462606302866,-122.448286320274 37.746285626708,-122.448264326323 37.7459606395171,-122.447664319942 37.7459606354112,-122.447264327188 37.7453606565722,-122.445864348156 37.7434607225138,-122.44296430137 37.7442606706352,-122.441764275481 37.7449606346227,-122.440964263213 37.7451606212027,-122.438764273367 37.7432606810294,-122.436764277463 37.7417607261487,-122.436564308366 37.7398607995167,-122.437364336996 37.7387608485375,-122.437864348188 37.7384608639428,-122.438264356468 37.7382608746994,-122.437964363515 37.737660896194,-122.438364368301 37.7376608990788,-122.438564381358 37.7370609241874,-122.43896438083 37.7373609152444,-122.439364380264 37.7376609062908,-122.44056439281 37.7377609109919,-122.440564407286 37.736960942618)))",100893,-122.443149,37.74129044,1,6075
"MULTIPOLYGON (((-122.42416413035 37.7420606259324,-122.424322139474 37.7415866454372,-122.424664159306 37.7405606876794,-122.424864167839 37.7401607046299,-122.424964175235 37.7397607208757,-122.425264180288 37.7396607268966,-122.426364193095 37.739660734732,-122.427264203574 37.7396607411428,-122.428364217996 37.7395607528772,-122.428664223113 37.7394607589159,-122.429564225453 37.7399607458128,-122.430564227152 37.7405607294697,-122.430964240031 37.7400607518559,-122.431264241844 37.7401607500756,-122.431564243647 37.7402607482926,-122.431864223727 37.7416606956173,-122.430764209619 37.74176068397,-122.429564194417 37.7418606716299,-122.428664182636 37.7419606614067,-122.427564168631 37.7420606497883,-122.427364166379 37.742060648385,-122.426664158498 37.7420606434735,-122.425064138921 37.7421606283628,-122.42416413035 37.7420606259324)))",100894,-122.427795,37.74091267,1,6075
"MULTIPOLYGON (((-122.429564225453 37.7399607458128,-122.428664223113 37.7394607589159,-122.428364217996 37.7395607528772,-122.427264203574 37.7396607411428,-122.426364193095 37.739660734732,-122.425264180288 37.7396607268966,-122.424964175235 37.7397607208757,-122.425364200248 37.7384607742372,-122.425497205115 37.7382507833529,-122.426064225885 37.7373608220376,-122.426864246626 37.7366608550645,-122.427664265943 37.7360608842451,-122.428164265608 37.7364608722941,-122.428764264798 37.7369608571493,-122.429364262261 37.7375608380743,-122.429852259474 37.7380878210132,-122.429611254352 37.7382258138913,-122.429864253506 37.7384608065312,-122.429864248591 37.7387607948141,-122.432064266156 37.7392607909956,-122.432564265284 37.7396607788952,-122.431264241844 37.7401607500756,-122.430964240031 37.7400607518559,-122.430564227152 37.7405607294697,-122.429564225453 37.7399607458128)))",100895,-122.4282133,37.73854337,1,6075
"MULTIPOLYGON (((-122.429664314908 37.7345609573835,-122.430264325673 37.7343609696083,-122.430664322414 37.7348609530055,-122.431264321557 37.7353609378478,-122.43176431938 37.7358609219342,-122.432364318339 37.7363609067253,-122.430664277834 37.7375608474557,-122.430264269753 37.7377608367541,-122.429852259474 37.7380878210132,-122.429364262261 37.7375608380743,-122.428764264798 37.7369608571493,-122.428164265608 37.7364608722941,-122.427664265943 37.7360608842451,-122.428664291115 37.7352609227312,-122.428864295207 37.7351609280961,-122.429264305038 37.7348609427345,-122.429664314908 37.7345609573835)))",100896,-122.4300075,37.73618208,1,6075
"MULTIPOLYGON (((-122.433964394025 37.7330620478071,-122.434264396126 37.7331620461067,-122.435164405817 37.7332620488483,-122.435064395943 37.7337620284635,-122.434864388271 37.7340620152026,-122.434864384851 37.7342610073861,-122.434064371434 37.7344609936469,-122.433464365645 37.734360993156,-122.433564358407 37.7348609742812,-122.433664346055 37.7356609436341,-122.432364318339 37.7363609067253,-122.43176431938 37.7358609219342,-122.431264321557 37.7353609378478,-122.430664322414 37.7348609530055,-122.430264325673 37.7343609696083,-122.430664333972 37.7341609803703,-122.431464350646 37.7337610019156,-122.432264365729 37.7334620195338,-122.432464371616 37.733262028848,-122.433564388945 37.7330620448405,-122.433964394025 37.7330620478071)))",100897,-122.4327204,37.73447408,1,6075
"MULTIPOLYGON (((-122.434864384851 37.7342610073861,-122.434864388271 37.7340620152026,-122.435064395943 37.7337620284635,-122.435164405817 37.7332620488483,-122.435964410743 37.7335620429758,-122.43676441909 37.7336620449548,-122.436564400877 37.7345610080969,-122.436064380748 37.735360972956,-122.435264360534 37.7359609435265,-122.435664346386 37.7370609031952,-122.434577347759 37.736215928507,-122.433864348512 37.7356609450943,-122.433664346055 37.7356609436341,-122.433564358407 37.7348609742812,-122.433464365645 37.734360993156,-122.434064371434 37.7344609936469,-122.434864384851 37.7342610073861)))",100898,-122.4351458,37.73489841,1,6075
"MULTIPOLYGON (((-122.413303094802 37.7357447917618,-122.413164077795 37.7368607479883,-122.412964057594 37.7381606967411,-122.413064054674 37.738460685967,-122.413264040568 37.7396606414193,-122.412564029695 37.7398606287755,-122.412164025051 37.7398606259298,-122.411764020406 37.7398606230841,-122.411364018446 37.7396606278854,-122.411464030362 37.738860659189,-122.41126403337 37.7384606730494,-122.411264038733 37.7380606883415,-122.411497057693 37.7368567360596,-122.410886050371 37.7368517318223,-122.410309043327 37.7368567274493,-122.410069040346 37.7368627254807,-122.409864037894 37.7368607240714,-122.409561029725 37.7372037087883,-122.409159022259 37.7374046982154,-122.409360028419 37.737118710577,-122.409461032352 37.7369117192049,-122.40948103447 37.7367687248054,-122.409464036993 37.7365607326174,-122.409476040393 37.7363127421659,-122.409522042988 37.7361577484142,-122.409625046755 37.7359667564519,-122.409913055582 37.7355647738951,-122.410737076427 37.7347608106329,-122.411300089701 37.7342928326584,-122.41234010952 37.7337908595302,-122.415264163589 37.7325609283629,-122.416234181282 37.7321879499207,-122.417398200169 37.7319139691484,-122.421438256004 37.7316620090648,-122.422164265386 37.7316620144943,-122.420628241095 37.7319599914904,-122.420145233793 37.732032985065,-122.419964231051 37.7320609826331,-122.417864204046 37.7320609669653,-122.415964172534 37.73256093357,-122.414490143032 37.7333268932112,-122.413936132036 37.7336148780645,-122.413464122699 37.7338608651468,-122.412264102187 37.7342608409798,-122.411829093574 37.7344958287868,-122.412264095403 37.7347608218425,-122.412830104104 37.73463883067,-122.413440111861 37.7346268356112,-122.413303094802 37.7357447917618)))",100901,-122.4126298,37.73599962,1,6075
"MULTIPOLYGON (((-122.413264040568 37.7396606414193,-122.413064054674 37.738460685967,-122.412964057594 37.7381606967411,-122.413164077795 37.7368607479883,-122.413303094802 37.7357447917618,-122.413440111861 37.7346268356112,-122.414003118219 37.7346738379449,-122.414567125236 37.7346738420873,-122.415247133696 37.7346738470818,-122.415118115964 37.7358238019724,-122.414964098159 37.7369607571944,-122.414864078774 37.7382607065627,-122.415064078344 37.7384607003199,-122.415464076039 37.738960683982,-122.414664066635 37.7389606782586,-122.413964055638 37.7391606655806,-122.413264040568 37.7396606414193)))",100902,-122.4140986,37.73698209,1,6075
"MULTIPOLYGON (((-122.417064155054 37.7347608570787,-122.417782164223 37.7347438630043,-122.417764155085 37.7353608391058,-122.41756414397 37.7359608145368,-122.417564139646 37.7362608029837,-122.417464129787 37.7368607791527,-122.417464125468 37.737160767601,-122.416772118134 37.7370907652882,-122.416664100135 37.7382607194963,-122.416764098464 37.7384607125198,-122.41696409224 37.7390606908649,-122.41646408637 37.7390606872901,-122.415864080741 37.7389606868437,-122.415464076039 37.738960683982,-122.415064078344 37.7384607003199,-122.414864078774 37.7382607065627,-122.414964098159 37.7369607571944,-122.415118115964 37.7358238019724,-122.415247133696 37.7346738470818,-122.415846140314 37.7347328492137,-122.416444147748 37.7347328536043,-122.417064155054 37.7347608570787)))",100903,-122.4161918,37.73666739,1,6075
"MULTIPOLYGON (((-122.420628241095 37.7319599914904,-122.422164265386 37.7316620144943,-122.422364267971 37.73166201599,-122.422696273099 37.7316070206035,-122.422964277253 37.7315620243522,-122.423264282667 37.7314620304735,-122.423667290736 37.7312770406655,-122.424194299018 37.7311840482246,-122.425249313577 37.731130058235,-122.425517317048 37.7311310602067,-122.426059323909 37.7311430638063,-122.427160336187 37.7312710670817,-122.427082331636 37.7314930578539,-122.426919327154 37.7316420508336,-122.426756323316 37.7317510453723,-122.426364316499 37.7318620381242,-122.424464290454 37.73196202005,-122.423264271954 37.7321610033777,-122.422564261442 37.7322609942849,-122.422964252822 37.7331609623904,-122.423264248963 37.7336609452322,-122.423864248814 37.7341609302709,-122.423264232103 37.7347609025922,-122.422964223792 37.7350608887648,-122.421064201768 37.7349608787091,-122.421064192783 37.7355608555096,-122.417764155085 37.7353608391058,-122.417782164223 37.7347438630043,-122.417064155054 37.7347608570787,-122.416444147748 37.7347328536043,-122.415846140314 37.7347328492137,-122.415247133696 37.7346738470818,-122.414567125236 37.7346738420873,-122.414003118219 37.7346738379449,-122.413440111861 37.7346268356112,-122.412830104104 37.73463883067,-122.412264095403 37.7347608218425,-122.411829093574 37.7344958287868,-122.412264102187 37.7342608409798,-122.413464122699 37.7338608651468,-122.413936132036 37.7336148780645,-122.414490143032 37.7333268932112,-122.415964172534 37.73256093357,-122.417864204046 37.7320609669653,-122.419964231051 37.7320609826331,-122.420145233793 37.732032985065,-122.420628241095 37.7319599914904)))",100904,-122.4194976,37.73347357,1,6075
"MULTIPOLYGON (((-122.417764155085 37.7353608391058,-122.421064192783 37.7355608555096,-122.421064186793 37.7359608400432,-122.421964190246 37.7364608272491,-122.421964181174 37.7370608040256,-122.421764172728 37.737460787099,-122.421464163113 37.7378607694593,-122.420264145827 37.7380607530895,-122.419964136337 37.7384607354845,-122.41990013135 37.7387467239815,-122.41976412068 37.7393606993019,-122.419164115132 37.7392606988782,-122.418464108393 37.7391606977346,-122.417764098742 37.7392606888809,-122.41696409224 37.7390606908649,-122.416764098464 37.7384607125198,-122.416664100135 37.7382607194963,-122.416772118134 37.7370907652882,-122.417464125468 37.737160767601,-122.417464129787 37.7368607791527,-122.417564139646 37.7362608029837,-122.41756414397 37.7359608145368,-122.417764155085 37.7353608391058)))",100905,-122.4191504,37.73727749,1,6075
"MULTIPOLYGON (((-122.420764127893 37.7396606948426,-122.420564128543 37.7394607011467,-122.41976412068 37.7393606993019,-122.41990013135 37.7387467239815,-122.419964136337 37.7384607354845,-122.420264145827 37.7380607530895,-122.421464163113 37.7378607694593,-122.421764172728 37.737460787099,-122.421964181174 37.7370608040256,-122.423264195319 37.7371608095595,-122.424064204953 37.7371608153468,-122.425064216997 37.737160822581,-122.426064225885 37.7373608220376,-122.425497205115 37.7382507833529,-122.425364200248 37.7384607742372,-122.424964175235 37.7397607208757,-122.424264167096 37.7397607158926,-122.423864150106 37.7405606820129,-122.423564140507 37.7409606643772,-122.423264140141 37.7407606700103,-122.423064140907 37.7405606763464,-122.421864131639 37.7402606794571,-122.421564131186 37.7400606850658,-122.420964128726 37.7397606924011,-122.420764127893 37.7396606948426)))",100906,-122.4229506,37.73871485,1,6075
"MULTIPOLYGON (((-122.423764233695 37.7350608946269,-122.424264229044 37.735760871125,-122.425266240506 37.7358138763768,-122.426164250772 37.735860881099,-122.427564266323 37.7359608874123,-122.427664265943 37.7360608842451,-122.426864246626 37.7366608550645,-122.426064225885 37.7373608220376,-122.425064216997 37.737160822581,-122.424064204953 37.7371608153468,-122.423264195319 37.7371608095595,-122.421964181174 37.7370608040256,-122.421964190246 37.7364608272491,-122.421064186793 37.7359608400432,-122.421064192783 37.7355608555096,-122.421064201768 37.7349608787091,-122.422964223792 37.7350608887648,-122.423264227505 37.7350608909631,-122.423764233695 37.7350608946269)))",100907,-122.4239226,37.73620122,1,6075
"MULTIPOLYGON (((-122.423264248963 37.7336609452322,-122.422964252822 37.7331609623904,-122.422564261442 37.7322609942849,-122.423264271954 37.7321610033777,-122.424464290454 37.73196202005,-122.426364316499 37.7318620381242,-122.426756323316 37.7317510453723,-122.426919327154 37.7316420508336,-122.427082331636 37.7314930578539,-122.427160336187 37.7312710670817,-122.427407338963 37.7312980678817,-122.427673341566 37.7313510678104,-122.428372348115 37.7315070669651,-122.429364358433 37.7316620683403,-122.428325329918 37.7325970241157,-122.427364303833 37.7334609833195,-122.427164298116 37.7336609740523,-122.428464304805 37.7342609602622,-122.428964307811 37.7344609561404,-122.429264305038 37.7348609427345,-122.428864295207 37.7351609280961,-122.428664291115 37.7352609227312,-122.427664265943 37.7360608842451,-122.427564266323 37.7359608874123,-122.426164250772 37.735860881099,-122.425266240506 37.7358138763768,-122.424264229044 37.735760871125,-122.423764233695 37.7350608946269,-122.423264227505 37.7350608909631,-122.422964223792 37.7350608887648,-122.423264232103 37.7347609025922,-122.423864248814 37.7341609302709,-122.423264248963 37.7336609452322)))",100908,-122.4259885,37.73372389,1,6075
"MULTIPOLYGON (((-122.430464392423 37.7304621234672,-122.429364366584 37.7311620878577,-122.429364358433 37.7316620683403,-122.428372348115 37.7315070669651,-122.427673341566 37.7313510678104,-122.427407338963 37.7312980678817,-122.427160336187 37.7312710670817,-122.426059323909 37.7311430638063,-122.425517317048 37.7311310602067,-122.425249313577 37.731130058235,-122.424194299018 37.7311840482246,-122.423667290736 37.7312770406655,-122.423264282667 37.7314620304735,-122.422964277253 37.7315620243522,-122.422696273099 37.7316070206035,-122.42266427794 37.7312620337284,-122.422764286863 37.7307620538487,-122.421764269269 37.731062034721,-122.421064258658 37.7311620256007,-122.420326248379 37.731208018288,-122.420156246674 37.7311740183264,-122.420093246848 37.7311070204416,-122.420064248618 37.7309620258242,-122.42016425882 37.7303620497506,-122.420464285078 37.7288621099704,-122.420464289542 37.7285621215621,-122.421264301778 37.7284621315227,-122.421564301292 37.7287621222026,-122.421564293765 37.7292621028585,-122.422364307447 37.7290621166715,-122.423364319252 37.7291621203888,-122.423554322275 37.7291301230717,-122.423964328789 37.7290621288221,-122.424695335694 37.7292451272681,-122.424765336361 37.729262127139,-122.427114367555 37.7292661448011,-122.427164357119 37.7299621180802,-122.427164345953 37.7306620908243,-122.429364376366 37.7305621112786,-122.430464392423 37.7304621234672)))",100911,-122.424199,37.73024808,1,6075
"MULTIPOLYGON (((-122.41896432065 37.7250622451414,-122.419864337666 37.7247622637199,-122.420364326844 37.7259622212509,-122.42086431583 37.7271621787285,-122.421264301778 37.7284621315227,-122.420464289542 37.7285621215621,-122.420464285078 37.7288621099704,-122.419264269033 37.7288621008467,-122.418264257115 37.7287620970978,-122.417164242389 37.7287620887295,-122.416264224658 37.7291620665018,-122.416064231915 37.7284620918943,-122.415464240749 37.7272621334222,-122.416464257224 37.7270621487887,-122.417464275203 37.7267621680235,-122.418364290448 37.7265621826594,-122.419364310068 37.7261622058008,-122.41896432065 37.7250622451414)))",100912,-122.4186688,37.72746231,1,6075
"MULTIPOLYGON (((-122.421964374682 37.724262299422,-122.422864390431 37.7240623141979,-122.423364379089 37.7252622715844,-122.424164371682 37.7264622312305,-122.424264363765 37.7270622087166,-122.424464358737 37.7275621908447,-122.423364339198 37.7278621707873,-122.422364321112 37.7281621515227,-122.421264301778 37.7284621315227,-122.42086431583 37.7271621787285,-122.420364326844 37.7259622212509,-122.419864337666 37.7247622637199,-122.420964356088 37.724562280016,-122.421964374682 37.724262299422)))",100913,-122.4221635,37.72624476,1,6075
"MULTIPOLYGON (((-122.423554322275 37.7291301230717,-122.423364319252 37.7291621203888,-122.422364307447 37.7290621166715,-122.421564293765 37.7292621028585,-122.421564301292 37.7287621222026,-122.421264301778 37.7284621315227,-122.422364321112 37.7281621515227,-122.423364339198 37.7278621707873,-122.424464358737 37.7275621908447,-122.424664355233 37.7279621768465,-122.424864348586 37.7285621550743,-122.425264353954 37.7285621581208,-122.426364370297 37.728462170389,-122.427064379702 37.7284621757236,-122.427664389366 37.728362184192,-122.428564401472 37.7283621910548,-122.429264412516 37.7282622002955,-122.429864420597 37.7282622048734,-122.432364449229 37.7285622121973,-122.431864434168 37.7290621888161,-122.431164411558 37.7298621522084,-122.430464392423 37.7304621234672,-122.429364376366 37.7305621112786,-122.427164345953 37.7306620908243,-122.427164357119 37.7299621180802,-122.427114367555 37.7292661448011,-122.424765336361 37.729262127139,-122.424695335694 37.7292451272681,-122.423964328789 37.7290621288221,-122.423554322275 37.7291301230717)))",100914,-122.4273975,37.72910837,1,6075
"MULTIPOLYGON (((-122.409464105212 37.731360930999,-122.409864111719 37.7312609378127,-122.410477122177 37.7310729495887,-122.411488139303 37.7307779684569,-122.412377154938 37.7304819864712,-122.413364173666 37.7300610100386,-122.413764180304 37.7299620168543,-122.41396417327 37.7306609915582,-122.413864160903 37.7314609601292,-122.414364160429 37.731960944689,-122.414464150832 37.7327429154282,-122.415264163589 37.7325609283629,-122.41234010952 37.7337908595302,-122.411300089701 37.7342928326584,-122.410737076427 37.7347608106329,-122.409913055582 37.7355647738951,-122.409625046755 37.7359667564519,-122.409522042988 37.7361577484142,-122.409476040393 37.7363127421659,-122.409464036993 37.7365607326174,-122.40948103447 37.7367687248054,-122.409461032352 37.7369117192049,-122.409360028419 37.737118710577,-122.409159022259 37.7374046982154,-122.408981019183 37.7374766941844,-122.408461010446 37.7376696830755,-122.408343014832 37.7372216992935,-122.408327019452 37.7368497133509,-122.408189015445 37.7370307054558,-122.408127010245 37.7373756918655,-122.408103007351 37.737577683998,-122.407931001725 37.7378546722081,-122.407719016144 37.7365347209371,-122.407653017446 37.7363707267012,-122.407464025513 37.7355607561571,-122.40736402684 37.7353607630379,-122.407882035724 37.7351667742142,-122.408050038613 37.7351037778439,-122.408164040578 37.7350607803171,-122.40776404462 37.7343608040384,-122.407464047272 37.7338608208615,-122.407164051151 37.7332608414761,-122.406864053702 37.7327608582712,-122.406564057471 37.7321608788551,-122.407664075448 37.7318608984783,-122.408564089645 37.7316609128232,-122.409464105212 37.731360930999)))",100915,-122.4103483,37.73326824,1,6075
"MULTIPOLYGON (((-122.40310206382 37.7279620120468,-122.403064064516 37.7278620155429,-122.403564073717 37.7276620269443,-122.404003080675 37.7275800334139,-122.404564089747 37.7274620421872,-122.405670107636 37.7272340593248,-122.406634124538 37.7269370780172,-122.407664142156 37.7266620964059,-122.408140132697 37.7279010528761,-122.408548122362 37.7291230094256,-122.408964113069 37.7302609691939,-122.409464105212 37.731360930999,-122.408564089645 37.7316609128232,-122.407664075448 37.7318608984783,-122.406564057471 37.7321608788551,-122.406864053702 37.7327608582712,-122.407164051151 37.7332608414761,-122.407464047272 37.7338608208615,-122.40776404462 37.7343608040384,-122.408164040578 37.7350607803171,-122.408050038613 37.7351037778439,-122.407882035724 37.7351667742142,-122.40736402684 37.7353607630379,-122.407210027875 37.7351307706631,-122.40712002847 37.734996775102,-122.406666031436 37.7343187975556,-122.406364033443 37.7338608127425,-122.405564035881 37.7328608448148,-122.404464051442 37.7304609276743,-122.403964053452 37.7297609504424,-122.403564055466 37.7291609701501,-122.40310206382 37.7279620120468)))",100916,-122.4064015,37.73008104,1,6075
"MULTIPOLYGON (((-122.406658159608 37.7241951824679,-122.407165150852 37.7254431389438,-122.407664142156 37.7266620964059,-122.406634124538 37.7269370780172,-122.405670107636 37.7272340593248,-122.404564089747 37.7274620421872,-122.404003080675 37.7275800334139,-122.403564073717 37.7276620269443,-122.403064064516 37.7278620155429,-122.402864076285 37.7266620594418,-122.402764084551 37.7258620889537,-122.401764099228 37.7234621719567,-122.402464107993 37.723562173663,-122.403064115315 37.7236621745796,-122.403264116943 37.7237621723589,-122.403764109388 37.7249621307974,-122.404664124454 37.7247621453836,-122.405596141065 37.7244791633873,-122.406658159608 37.7241951824679)))",100917,-122.4046769,37.72576614,1,6075
"MULTIPOLYGON (((-122.408548122362 37.7291230094256,-122.408140132697 37.7279010528761,-122.407664142156 37.7266620964059,-122.407165150852 37.7254431389438,-122.406658159608 37.7241951824679,-122.407757177975 37.7239731995042,-122.408770195681 37.7237142172992,-122.409664211686 37.723462233917,-122.410164202926 37.7246621920208,-122.410611194052 37.7258011519915,-122.411129183536 37.7271231054678,-122.411537173664 37.7282710646991,-122.410672158728 37.7285180486633,-122.409564139333 37.728862027097,-122.408548122362 37.7291230094256)))",100918,-122.4091318,37.72627491,1,6075
"MULTIPOLYGON (((-122.415364208448 37.7294620481472,-122.414864199014 37.729662036681,-122.414364191002 37.7297620290604,-122.413764180304 37.7299620168543,-122.413364173666 37.7300610100386,-122.412377154938 37.7304819864712,-122.411488139303 37.7307779684569,-122.410477122177 37.7310729495887,-122.409864111719 37.7312609378127,-122.409464105212 37.731360930999,-122.408964113069 37.7302609691939,-122.408548122362 37.7291230094256,-122.409564139333 37.728862027097,-122.410672158728 37.7285180486633,-122.411537173664 37.7282710646991,-122.4125641917 37.7279620843655,-122.413464206615 37.7277620989098,-122.414564225698 37.7274621188401,-122.415464240749 37.7272621334222,-122.416064231915 37.7284620918943,-122.416264224658 37.7291620665018,-122.415664213841 37.7293620542627,-122.415364208448 37.7294620481472)))",100919,-122.4123509,37.72924962,1,6075
"MULTIPOLYGON (((-122.421064258658 37.7311620256007,-122.421764269269 37.731062034721,-122.422764286863 37.7307620538487,-122.42266427794 37.7312620337284,-122.422696273099 37.7316070206035,-122.422364267971 37.73166201599,-122.422164265386 37.7316620144943,-122.421438256004 37.7316620090648,-122.417398200169 37.7319139691484,-122.416234181282 37.7321879499207,-122.415264163589 37.7325609283629,-122.414464150832 37.7327429154282,-122.414364160429 37.731960944689,-122.413864160903 37.7314609601292,-122.41396417327 37.7306609915582,-122.413764180304 37.7299620168543,-122.414364191002 37.7297620290604,-122.414864199014 37.729662036681,-122.415364208448 37.7294620481472,-122.415664213841 37.7293620542627,-122.416264224658 37.7291620665018,-122.417164242389 37.7287620887295,-122.418264257115 37.7287620970978,-122.419264269033 37.7288621008467,-122.420464285078 37.7288621099704,-122.42016425882 37.7303620497506,-122.420064248618 37.7309620258242,-122.420093246848 37.7311070204416,-122.420156246674 37.7311740183264,-122.420326248379 37.731208018288,-122.421064258658 37.7311620256007)))",10091A,-122.417473,37.73062352,1,6075
"MULTIPOLYGON (((-122.405664176014 37.7217622671131,-122.406189166514 37.7231212196219,-122.406468162689 37.7237391983198,-122.406658159608 37.7241951824679,-122.405596141065 37.7244791633873,-122.404664124454 37.7247621453836,-122.403764109388 37.7249621307974,-122.403264116943 37.7237621723589,-122.402764124306 37.7225622138671,-122.403631139551 37.7223342293409,-122.403145147365 37.721110271857,-122.404064163832 37.7208622885626,-122.405364186617 37.7205623102992,-122.405664176014 37.7217622671131)))",10091B,-122.4046378,37.7228608,1,6075
"MULTIPOLYGON (((-122.400187139735 37.7180513637885,-122.400364149277 37.7174623874517,-122.400564160503 37.7167624155019,-122.400864174489 37.7159624481587,-122.400964170153 37.71646243009,-122.401164159075 37.7176623863832,-122.40164115018 37.7190213388735,-122.402264161358 37.7188653497842,-122.403175177613 37.7186493652955,-122.40361617106 37.7197303278891,-122.404064163832 37.7208622885626,-122.403145147365 37.721110271857,-122.403631139551 37.7223342293409,-122.402764124306 37.7225622138671,-122.403264116943 37.7237621723589,-122.403064115315 37.7236621745796,-122.402464107993 37.723562173663,-122.401764099228 37.7234621719567,-122.401464105613 37.7225622036191,-122.400964111358 37.7214622412274,-122.400664115189 37.7207622652792,-122.400644115821 37.7206832681029,-122.400464121599 37.7199622938869,-122.400264125628 37.719362314932,-122.400232126805 37.7192203200343,-122.400160129511 37.7188953317204,-122.400064133104 37.7184623472862,-122.400187139735 37.7180513637885)))",10091C,-122.4019334,37.7203642,1,6075
"MULTIPOLYGON (((-122.411129183536 37.7271231054678,-122.410611194052 37.7258011519915,-122.410164202926 37.7246621920208,-122.409664211686 37.723462233917,-122.410648228754 37.7232322504212,-122.411664246891 37.7229622687271,-122.412664263933 37.7227622842509,-122.413764285237 37.7223623082491,-122.414164274357 37.7235622653748,-122.415164291382 37.7233622808942,-122.416064305625 37.7232622918013,-122.416964325625 37.7227623181099,-122.416764329899 37.7222623357724,-122.417764347216 37.7220623513727,-122.417964344316 37.7224623375425,-122.418664354393 37.7224623430637,-122.419264346874 37.7235623053518,-122.420364364001 37.7234623178378,-122.420964356088 37.724562280016,-122.419864337666 37.7247622637199,-122.41896432065 37.7250622451414,-122.419364310068 37.7261622058008,-122.418364290448 37.7265621826594,-122.417464275203 37.7267621680235,-122.416464257224 37.7270621487887,-122.415464240749 37.7272621334222,-122.414564225698 37.7274621188401,-122.413464206615 37.7277620989098,-122.4125641917 37.7279620843655,-122.411537173664 37.7282710646991,-122.411129183536 37.7271231054678)))",10091D,-122.414864,37.72501557,1,6075
"MULTIPOLYGON (((-122.407757177975 37.7239731995042,-122.406658159608 37.7241951824679,-122.406468162689 37.7237391983198,-122.406189166514 37.7231212196219,-122.405664176014 37.7217622671131,-122.405364186617 37.7205623102992,-122.406337203658 37.7203453263044,-122.407364222407 37.7200623452716,-122.408164236813 37.7198623592855,-122.409164254238 37.719662374916,-122.410064271561 37.7193623935798,-122.411264292112 37.7191624108562,-122.412264311105 37.7188624303728,-122.4126643021 37.71996239147,-122.413064291584 37.7211623486971,-122.413764285237 37.7223623082491,-122.412664263933 37.7227622842509,-122.411664246891 37.7229622687271,-122.410648228754 37.7232322504212,-122.409664211686 37.723462233917,-122.408770195681 37.7237142172992,-122.407757177975 37.7239731995042)))",10091E,-122.4094469,37.72155249,1,6075
