name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
,300019,,2928,100003,,,,,,connector with poi,-1,"LINESTRING (108.9302976 34.27656 ,108.93282070892856 34.27661730892858)"
,300020,,2929,100003,,,,,,connector with poi,-1,"LINESTRING (108.9302789 34.2761378 ,108.93282070892856 34.27661730892858)"
,300021,,2932,100003,,,,,,connector with poi,-1,"LINESTRING (108.9321902 34.2761874 ,108.93282070892856 34.27661730892858)"
,300022,,2935,100003,,,,,,connector with poi,-1,"LINESTRING (108.9320617 34.2767232 ,108.93282070892856 34.27661730892858)"
,300023,,2938,100003,,,,,,connector with poi,-1,"LINESTRING (108.9319363 34.2764291 ,108.93282070892856 34.27661730892858)"
,300024,,2939,100003,,,,,,connector with poi,-1,"LINESTRING (108.9302324 34.2769117 ,108.93282070892856 34.27661730892858)"
,300025,,2942,100003,,,,,,connector with poi,-1,"LINESTRING (108.9332106 34.2767167 ,108.93282070892856 34.27661730892858)"
,300026,,2943,100003,,,,,,connector with poi,-1,"LINESTRING (108.9307827 34.2764471 ,108.93282070892856 34.27661730892858)"
,300027,,2945,100003,,,,,,connector with poi,-1,"LINESTRING (108.933749 34.2767123 ,108.93282070892856 34.27661730892858)"
,300028,,2947,100003,,,,,,connector with poi,-1,"LINESTRING (108.9335559 34.276166 ,108.93282070892856 34.27661730892858)"
,300029,,2949,100003,,,,,,connector with poi,-1,"LINESTRING (108.9313207 34.2764611 ,108.93282070892856 34.27661730892858)"
,300030,,2950,100003,,,,,,connector with poi,-1,"LINESTRING (108.9313276 34.2766497 ,108.93282070892856 34.27661730892858)"
,300031,,2952,100003,,,,,,connector with poi,-1,"LINESTRING (108.9302548 34.276324 ,108.93282070892856 34.27661730892858)"
,300032,,2956,100003,,,,,,connector with poi,-1,"LINESTRING (108.9326776 34.2760932 ,108.93282070892856 34.27661730892858)"
,300033,,2957,100003,,,,,,connector with poi,-1,"LINESTRING (108.9305739 34.2769016 ,108.93282070892856 34.27661730892858)"
,300034,,2958,100003,,,,,,connector with poi,-1,"LINESTRING (108.9311346 34.2761945 ,108.93282070892856 34.27661730892858)"
,300035,,2959,100003,,,,,,connector with poi,-1,"LINESTRING (108.9313796 34.2770194 ,108.93282070892856 34.27661730892858)"
,300036,,2960,100003,,,,,,connector with poi,-1,"LINESTRING (108.9332635 34.2764109 ,108.93282070892856 34.27661730892858)"
,300037,,2961,100003,,,,,,connector with poi,-1,"LINESTRING (108.9332376 34.2761216 ,108.93282070892856 34.27661730892858)"
,300038,,2964,100003,,,,,,connector with poi,-1,"LINESTRING (108.9327845 34.2762646 ,108.93282070892856 34.27661730892858)"
,300039,,2968,100003,,,,,,connector with poi,-1,"LINESTRING (108.9341863 34.2766895 ,108.93282070892856 34.27661730892858)"
,300040,,2971,100003,,,,,,connector with poi,-1,"LINESTRING (108.931147 34.2769903 ,108.93282070892856 34.27661730892858)"
,300041,,2973,100003,,,,,,connector with poi,-1,"LINESTRING (108.9309549 34.2760622 ,108.93282070892856 34.27661730892858)"
,300042,,4177,100003,,,,,,connector with poi,-1,"LINESTRING (108.9345962 34.2764442 ,108.93282070892856 34.27661730892858)"
,300043,,4178,100003,,,,,,connector with poi,-1,"LINESTRING (108.93482 34.2762055 ,108.93282070892856 34.27661730892858)"
,300044,,4179,100003,,,,,,connector with poi,-1,"LINESTRING (108.9349655 34.2765573 ,108.93282070892856 34.27661730892858)"
,300045,,4180,100003,,,,,,connector with poi,-1,"LINESTRING (108.9347933 34.2767839 ,108.93282070892856 34.27661730892858)"
,300046,,4181,100003,,,,,,connector with poi,-1,"LINESTRING (108.9347091 34.2771077 ,108.93282070892856 34.27661730892858)"
,300047,,4182,100003,,,,,,connector with poi,-1,"LINESTRING (108.9345683 34.2770319 ,108.93282070892856 34.27661730892858)"
,300048,,4183,100003,,,,,,connector with poi,-1,"LINESTRING (108.9344507 34.2771075 ,108.93282070892856 34.27661730892858)"
,300049,,4184,100003,,,,,,connector with poi,-1,"LINESTRING (108.9345691 34.2769274 ,108.93282070892856 34.27661730892858)"
,400000,,392,100004,,,,,,connector with residential,-1,"LINESTRING (108.9386829 34.2767768 ,108.93745855660373 34.276653143396224)"
,400001,,4159,100004,,,,,,connector with poi,-1,"LINESTRING (108.9355145 34.2761286 ,108.93745855660373 34.276653143396224)"
,400002,,4161,100004,,,,,,connector with poi,-1,"LINESTRING (108.9355161 34.2763563 ,108.93745855660373 34.276653143396224)"
,400003,,4162,100004,,,,,,connector with poi,-1,"LINESTRING (108.9354393 34.27665 ,108.93745855660373 34.276653143396224)"
,400004,,4163,100004,,,,,,connector with poi,-1,"LINESTRING (108.9364355 34.2764252 ,108.93745855660373 34.276653143396224)"
,400005,,4164,100004,,,,,,connector with poi,-1,"LINESTRING (108.9362579 34.2765094 ,108.93745855660373 34.276653143396224)"
,400006,,4165,100004,,,,,,connector with poi,-1,"LINESTRING (108.9360413 34.276349 ,108.93745855660373 34.276653143396224)"
,400007,,4166,100004,,,,,,connector with poi,-1,"LINESTRING (108.9363016 34.2761493 ,108.93745855660373 34.276653143396224)"
,400008,,4189,100004,,,,,,connector with poi,-1,"LINESTRING (108.935549 34.2768925 ,108.93745855660373 34.276653143396224)"
,400009,,4190,100004,,,,,,connector with poi,-1,"LINESTRING (108.9355579 34.2769755 ,108.93745855660373 34.276653143396224)"
,400010,,4191,100004,,,,,,connector with poi,-1,"LINESTRING (108.935452 34.2769849 ,108.93745855660373 34.276653143396224)"
,400011,,4194,100004,,,,,,connector with poi,-1,"LINESTRING (108.935716 34.2768976 ,108.93745855660373 34.276653143396224)"
,400012,,4195,100004,,,,,,connector with poi,-1,"LINESTRING (108.9359791 34.2767888 ,108.93745855660373 34.276653143396224)"
,400013,,4196,100004,,,,,,connector with poi,-1,"LINESTRING (108.9361735 34.2767128 ,108.93745855660373 34.276653143396224)"
,400014,,4197,100004,,,,,,connector with poi,-1,"LINESTRING (108.9369203 34.2769141 ,108.93745855660373 34.276653143396224)"
,400015,,4198,100004,,,,,,connector with poi,-1,"LINESTRING (108.9371507 34.2770888 ,108.93745855660373 34.276653143396224)"
,400016,,4199,100004,,,,,,connector with poi,-1,"LINESTRING (108.9370407 34.277128 ,108.93745855660373 34.276653143396224)"
,400017,,4200,100004,,,,,,connector with poi,-1,"LINESTRING (108.9368091 34.2771524 ,108.93745855660373 34.276653143396224)"
,400018,,4201,100004,,,,,,connector with poi,-1,"LINESTRING (108.9361498 34.2770837 ,108.93745855660373 34.276653143396224)"
,400019,,4202,100004,,,,,,connector with poi,-1,"LINESTRING (108.9362726 34.2769165 ,108.93745855660373 34.276653143396224)"
,400020,,4203,100004,,,,,,connector with poi,-1,"LINESTRING (108.9365275 34.2766974 ,108.93745855660373 34.276653143396224)"
,400021,,4204,100004,,,,,,connector with poi,-1,"LINESTRING (108.9369112 34.2767003 ,108.93745855660373 34.276653143396224)"
,400022,,4205,100004,,,,,,connector with poi,-1,"LINESTRING (108.9373355 34.2769022 ,108.93745855660373 34.276653143396224)"
,400023,,4206,100004,,,,,,connector with poi,-1,"LINESTRING (108.9378325 34.2769783 ,108.93745855660373 34.276653143396224)"
,400024,,4207,100004,,,,,,connector with poi,-1,"LINESTRING (108.9376799 34.2770735 ,108.93745855660373 34.276653143396224)"
,400025,,4208,100004,,,,,,connector with poi,-1,"LINESTRING (108.9373978 34.2771222 ,108.93745855660373 34.276653143396224)"
,400026,,4209,100004,,,,,,connector with poi,-1,"LINESTRING (108.9382593 34.2768608 ,108.93745855660373 34.276653143396224)"
,400027,,4210,100004,,,,,,connector with poi,-1,"LINESTRING (108.9382909 34.2770753 ,108.93745855660373 34.276653143396224)"
,400028,,4225,100004,,,,,,connector with poi,-1,"LINESTRING (108.9403346 34.2768051 ,108.93745855660373 34.276653143396224)"
,400029,,4232,100004,,,,,,connector with poi,-1,"LINESTRING (108.9402209 34.2771207 ,108.93745855660373 34.276653143396224)"
,400030,,4234,100004,,,,,,connector with poi,-1,"LINESTRING (108.9402296 34.2762519 ,108.93745855660373 34.276653143396224)"
,400031,,4239,100004,,,,,,connector with poi,-1,"LINESTRING (108.939559 34.2762546 ,108.93745855660373 34.276653143396224)"
,400032,,4240,100004,,,,,,connector with poi,-1,"LINESTRING (108.9391252 34.2768204 ,108.93745855660373 34.276653143396224)"
,400033,,4241,100004,,,,,,connector with poi,-1,"LINESTRING (108.9396447 34.2766562 ,108.93745855660373 34.276653143396224)"
,400034,,4242,100004,,,,,,connector with poi,-1,"LINESTRING (108.9396051 34.2768869 ,108.93745855660373 34.276653143396224)"
,400035,,4243,100004,,,,,,connector with poi,-1,"LINESTRING (108.9393184 34.277087 ,108.93745855660373 34.276653143396224)"
,400036,,4244,100004,,,,,,connector with poi,-1,"LINESTRING (108.938867 34.2766307 ,108.93745855660373 34.276653143396224)"
,400037,,4246,100004,,,,,,connector with poi,-1,"LINESTRING (108.9388561 34.2760936 ,108.93745855660373 34.276653143396224)"
,400038,,4252,100004,,,,,,connector with poi,-1,"LINESTRING (108.9378313 34.2760673 ,108.93745855660373 34.276653143396224)"
,400039,,4253,100004,,,,,,connector with poi,-1,"LINESTRING (108.9383055 34.2761462 ,108.93745855660373 34.276653143396224)"
,400040,,4254,100004,,,,,,connector with poi,-1,"LINESTRING (108.9385435 34.2764126 ,108.93745855660373 34.276653143396224)"
,400041,,4255,100004,,,,,,connector with poi,-1,"LINESTRING (108.9382694 34.2766446 ,108.93745855660373 34.276653143396224)"
,400042,,4256,100004,,,,,,connector with poi,-1,"LINESTRING (108.938167 34.2763606 ,108.93745855660373 34.276653143396224)"
,400043,,4257,100004,,,,,,connector with poi,-1,"LINESTRING (108.937782 34.2763711 ,108.93745855660373 34.276653143396224)"
,400044,,4258,100004,,,,,,connector with poi,-1,"LINESTRING (108.9377991 34.2766634 ,108.93745855660373 34.276653143396224)"
,400045,,4259,100004,,,,,,connector with poi,-1,"LINESTRING (108.9375459 34.276585 ,108.93745855660373 34.276653143396224)"
,400046,,4260,100004,,,,,,connector with poi,-1,"LINESTRING (108.9372946 34.2766885 ,108.93745855660373 34.276653143396224)"
,400047,,4261,100004,,,,,,connector with poi,-1,"LINESTRING (108.9371931 34.2765247 ,108.93745855660373 34.276653143396224)"
,400048,,4262,100004,,,,,,connector with poi,-1,"LINESTRING (108.9367863 34.2764855 ,108.93745855660373 34.276653143396224)"
,400049,,4263,100004,,,,,,connector with poi,-1,"LINESTRING (108.9368451 34.276292 ,108.93745855660373 34.276653143396224)"
,500000,,1728,100005,,,,,,connector with poi,-1,"LINESTRING (108.9448534 34.2764218 ,108.94336213030303 34.27665200303031)"
,500001,,1732,100005,,,,,,connector with poi,-1,"LINESTRING (108.9451283 34.2769389 ,108.94336213030303 34.27665200303031)"
,500002,,1733,100005,,,,,,connector with poi,-1,"LINESTRING (108.94509 34.2771407 ,108.94336213030303 34.27665200303031)"
,500003,,1738,100005,,,,,,connector with poi,-1,"LINESTRING (108.943399 34.2768534 ,108.94336213030303 34.27665200303031)"
,500004,,1739,100005,,,,,,connector with poi,-1,"LINESTRING (108.9436448 34.276197 ,108.94336213030303 34.27665200303031)"
,500005,,1740,100005,,,,,,connector with poi,-1,"LINESTRING (108.9451274 34.2760884 ,108.94336213030303 34.27665200303031)"
,500006,,1746,100005,,,,,,connector with poi,-1,"LINESTRING (108.945757 34.2760978 ,108.94336213030303 34.27665200303031)"
,500007,,1766,100005,,,,,,connector with poi,-1,"LINESTRING (108.94438 34.2764237 ,108.94336213030303 34.27665200303031)"
,500008,,1768,100005,,,,,,connector with poi,-1,"LINESTRING (108.9455689 34.2767107 ,108.94336213030303 34.27665200303031)"
,500009,,1772,100005,,,,,,connector with poi,-1,"LINESTRING (108.9440534 34.2768907 ,108.94336213030303 34.27665200303031)"
,500010,,1781,100005,,,,,,connector with poi,-1,"LINESTRING (108.9455599 34.2763451 ,108.94336213030303 34.27665200303031)"
,500011,,1782,100005,,,,,,connector with poi,-1,"LINESTRING (108.9431863 34.2761538 ,108.94336213030303 34.27665200303031)"
,500012,,1797,100005,,,,,,connector with poi,-1,"LINESTRING (108.9455755 34.277113 ,108.94336213030303 34.27665200303031)"
,500013,,1802,100005,,,,,,connector with poi,-1,"LINESTRING (108.9436658 34.2766963 ,108.94336213030303 34.27665200303031)"
,500014,,1803,100005,,,,,,connector with poi,-1,"LINESTRING (108.9444773 34.2761617 ,108.94336213030303 34.27665200303031)"
,500015,,1807,100005,,,,,,connector with poi,-1,"LINESTRING (108.9451672 34.2764508 ,108.94336213030303 34.27665200303031)"
,500016,,1812,100005,,,,,,connector with poi,-1,"LINESTRING (108.9446448 34.2769301 ,108.94336213030303 34.27665200303031)"
,500017,,1813,100005,,,,,,connector with poi,-1,"LINESTRING (108.9439913 34.2767323 ,108.94336213030303 34.27665200303031)"
,500018,,1814,100005,,,,,,connector with poi,-1,"LINESTRING (108.9445122 34.2766927 ,108.94336213030303 34.27665200303031)"
,500019,,1815,100005,,,,,,connector with poi,-1,"LINESTRING (108.9446217 34.2771236 ,108.94336213030303 34.27665200303031)"
,500020,,1822,100005,,,,,,connector with poi,-1,"LINESTRING (108.9438956 34.2771072 ,108.94336213030303 34.27665200303031)"
,500021,,4214,100005,,,,,,connector with poi,-1,"LINESTRING (108.9420326 34.2762799 ,108.94336213030303 34.27665200303031)"
,500022,,4220,100005,,,,,,connector with poi,-1,"LINESTRING (108.9415575 34.2762702 ,108.94336213030303 34.27665200303031)"
,500023,,4221,100005,,,,,,connector with poi,-1,"LINESTRING (108.9412531 34.2762846 ,108.94336213030303 34.27665200303031)"
,500024,,4222,100005,,,,,,connector with poi,-1,"LINESTRING (108.9407415 34.2762586 ,108.94336213030303 34.27665200303031)"
,500025,,4223,100005,,,,,,connector with poi,-1,"LINESTRING (108.9411403 34.2764972 ,108.94336213030303 34.27665200303031)"
,500026,,4224,100005,,,,,,connector with poi,-1,"LINESTRING (108.9406254 34.2769527 ,108.94336213030303 34.27665200303031)"
,500027,,4226,100005,,,,,,connector with poi,-1,"LINESTRING (108.9411175 34.2767249 ,108.94336213030303 34.27665200303031)"
,500028,,4227,100005,,,,,,connector with poi,-1,"LINESTRING (108.9416679 34.2767415 ,108.94336213030303 34.27665200303031)"
,500029,,4228,100005,,,,,,connector with poi,-1,"LINESTRING (108.9409621 34.2769293 ,108.94336213030303 34.27665200303031)"
,500030,,4229,100005,,,,,,connector with poi,-1,"LINESTRING (108.9414806 34.2769689 ,108.94336213030303 34.27665200303031)"
,500031,,4230,100005,,,,,,connector with poi,-1,"LINESTRING (108.9413307 34.2771749 ,108.94336213030303 34.27665200303031)"
,500032,,4231,100005,,,,,,connector with poi,-1,"LINESTRING (108.9407413 34.2771637 ,108.94336213030303 34.27665200303031)"
,600000,,969,100006,,,,,,connector with poi,-1,"LINESTRING (108.9474406 34.2771447 ,108.94809507499998 34.276737602777786)"
,600001,,970,100006,,,,,,connector with poi,-1,"LINESTRING (108.9474355 34.2769269 ,108.94809507499998 34.276737602777786)"
,600002,,971,100006,,,,,,connector with poi,-1,"LINESTRING (108.9474282 34.2766579 ,108.94809507499998 34.276737602777786)"
,600003,,972,100006,,,,,,connector with poi,-1,"LINESTRING (108.9474141 34.2763595 ,108.94809507499998 34.276737602777786)"
,600004,,973,100006,,,,,,connector with poi,-1,"LINESTRING (108.9470823 34.2769857 ,108.94809507499998 34.276737602777786)"
,600005,,974,100006,,,,,,connector with poi,-1,"LINESTRING (108.9470688 34.2766977 ,108.94809507499998 34.276737602777786)"
,600006,,975,100006,,,,,,connector with poi,-1,"LINESTRING (108.9470674 34.2763751 ,108.94809507499998 34.276737602777786)"
,600007,,982,100006,,,,,,connector with poi,-1,"LINESTRING (108.9459031 34.2769271 ,108.94809507499998 34.276737602777786)"
,600008,,983,100006,,,,,,connector with poi,-1,"LINESTRING (108.9459236 34.276536 ,108.94809507499998 34.276737602777786)"
,600009,,984,100006,,,,,,connector with poi,-1,"LINESTRING (108.9460129 34.2763071 ,108.94809507499998 34.276737602777786)"
,600010,,985,100006,,,,,,connector with poi,-1,"LINESTRING (108.9460739 34.2765052 ,108.94809507499998 34.276737602777786)"
,600011,,986,100006,,,,,,connector with poi,-1,"LINESTRING (108.9465871 34.2771969 ,108.94809507499998 34.276737602777786)"
,600012,,1735,100006,,,,,,connector with poi,-1,"LINESTRING (108.9479256 34.2762235 ,108.94809507499998 34.276737602777786)"
,600013,,1745,100006,,,,,,connector with poi,-1,"LINESTRING (108.9490798 34.2772593 ,108.94809507499998 34.276737602777786)"
,600014,,1748,100006,,,,,,connector with poi,-1,"LINESTRING (108.9489873 34.276863 ,108.94809507499998 34.276737602777786)"
